Id,GeoID,Geography,Estimate; Total,Margin of Error; Total
1500000US060372243101,060372243101,"Block Group 1, Census Tract 2243.10, Los Angeles County, California",1227,299
1500000US060372243102,060372243102,"Block Group 2, Census Tract 2243.10, Los Angeles County, California",1021,329
1500000US060372243201,060372243201,"Block Group 1, Census Tract 2243.20, Los Angeles County, California",1795,314
1500000US060372243202,060372243202,"Block Group 2, Census Tract 2243.20, Los Angeles County, California",1203,422
1500000US060372244101,060372244101,"Block Group 1, Census Tract 2244.10, Los Angeles County, California",1541,274
1500000US060372244102,060372244102,"Block Group 2, Census Tract 2244.10, Los Angeles County, California",1840,405
1500000US060372244201,060372244201,"Block Group 1, Census Tract 2244.20, Los Angeles County, California",1654,244
1500000US060372244202,060372244202,"Block Group 2, Census Tract 2244.20, Los Angeles County, California",492,83
1500000US060372246001,060372246001,"Block Group 1, Census Tract 2246, Los Angeles County, California",2091,311
1500000US060372246002,060372246002,"Block Group 2, Census Tract 2246, Los Angeles County, California",1478,350
1500000US060372247001,060372247001,"Block Group 1, Census Tract 2247, Los Angeles County, California",2318,436
1500000US060372247002,060372247002,"Block Group 2, Census Tract 2247, Los Angeles County, California",3020,384
1500000US060372247003,060372247003,"Block Group 3, Census Tract 2247, Los Angeles County, California",643,138
1500000US060372260011,060372260011,"Block Group 1, Census Tract 2260.01, Los Angeles County, California",1378,460
1500000US060372260012,060372260012,"Block Group 2, Census Tract 2260.01, Los Angeles County, California",610,293
1500000US060372260021,060372260021,"Block Group 1, Census Tract 2260.02, Los Angeles County, California",1209,244
1500000US060372260022,060372260022,"Block Group 2, Census Tract 2260.02, Los Angeles County, California",220,70
1500000US060372264101,060372264101,"Block Group 1, Census Tract 2264.10, Los Angeles County, California",1821,335
1500000US060372264102,060372264102,"Block Group 2, Census Tract 2264.10, Los Angeles County, California",1658,370
1500000US060372264201,060372264201,"Block Group 1, Census Tract 2264.20, Los Angeles County, California",1511,475
1500000US060372264202,060372264202,"Block Group 2, Census Tract 2264.20, Los Angeles County, California",2736,1118
1500000US060372264203,060372264203,"Block Group 3, Census Tract 2264.20, Los Angeles County, California",1329,400
1500000US060372267001,060372267001,"Block Group 1, Census Tract 2267, Los Angeles County, California",1795,512
1500000US060372267002,060372267002,"Block Group 2, Census Tract 2267, Los Angeles County, California",1478,500
1500000US060372267003,060372267003,"Block Group 3, Census Tract 2267, Los Angeles County, California",1471,399
1500000US060372267004,060372267004,"Block Group 4, Census Tract 2267, Los Angeles County, California",1118,455
1500000US060372270101,060372270101,"Block Group 1, Census Tract 2270.10, Los Angeles County, California",3178,656
1500000US060372270102,060372270102,"Block Group 2, Census Tract 2270.10, Los Angeles County, California",1684,551
1500000US060372270201,060372270201,"Block Group 1, Census Tract 2270.20, Los Angeles County, California",2180,480
1500000US060372270202,060372270202,"Block Group 2, Census Tract 2270.20, Los Angeles County, California",1058,313
1500000US060372281001,060372281001,"Block Group 1, Census Tract 2281, Los Angeles County, California",962,397
1500000US060372281002,060372281002,"Block Group 2, Census Tract 2281, Los Angeles County, California",1460,477
1500000US060372281003,060372281003,"Block Group 3, Census Tract 2281, Los Angeles County, California",2153,649
1500000US060372282101,060372282101,"Block Group 1, Census Tract 2282.10, Los Angeles County, California",1424,341
1500000US060372282102,060372282102,"Block Group 2, Census Tract 2282.10, Los Angeles County, California",2133,360
1500000US060372282201,060372282201,"Block Group 1, Census Tract 2282.20, Los Angeles County, California",1042,325
1500000US060372282202,060372282202,"Block Group 2, Census Tract 2282.20, Los Angeles County, California",1188,298
1500000US060372282203,060372282203,"Block Group 3, Census Tract 2282.20, Los Angeles County, California",1714,478
1500000US060372283101,060372283101,"Block Group 1, Census Tract 2283.10, Los Angeles County, California",745,221
1500000US060372283102,060372283102,"Block Group 2, Census Tract 2283.10, Los Angeles County, California",1047,362
1500000US060372283103,060372283103,"Block Group 3, Census Tract 2283.10, Los Angeles County, California",1756,398
1500000US060372283104,060372283104,"Block Group 4, Census Tract 2283.10, Los Angeles County, California",410,201
1500000US060372283201,060372283201,"Block Group 1, Census Tract 2283.20, Los Angeles County, California",815,348
1500000US060372283202,060372283202,"Block Group 2, Census Tract 2283.20, Los Angeles County, California",1507,370
1500000US060372283203,060372283203,"Block Group 3, Census Tract 2283.20, Los Angeles County, California",1133,302
1500000US060372284101,060372284101,"Block Group 1, Census Tract 2284.10, Los Angeles County, California",482,231
1500000US060372284102,060372284102,"Block Group 2, Census Tract 2284.10, Los Angeles County, California",1331,486
1500000US060372284103,060372284103,"Block Group 3, Census Tract 2284.10, Los Angeles County, California",1876,400
1500000US060372284201,060372284201,"Block Group 1, Census Tract 2284.20, Los Angeles County, California",749,287
1500000US060372284202,060372284202,"Block Group 2, Census Tract 2284.20, Los Angeles County, California",2191,345
1500000US060372285001,060372285001,"Block Group 1, Census Tract 2285, Los Angeles County, California",1682,491
1500000US060372285002,060372285002,"Block Group 2, Census Tract 2285, Los Angeles County, California",1945,498
1500000US060372285003,060372285003,"Block Group 3, Census Tract 2285, Los Angeles County, California",1135,363
1500000US060372286001,060372286001,"Block Group 1, Census Tract 2286, Los Angeles County, California",2446,469
1500000US060372286002,060372286002,"Block Group 2, Census Tract 2286, Los Angeles County, California",2258,470
1500000US060372287101,060372287101,"Block Group 1, Census Tract 2287.10, Los Angeles County, California",2187,425
1500000US060372287102,060372287102,"Block Group 2, Census Tract 2287.10, Los Angeles County, California",2069,573
1500000US060372287201,060372287201,"Block Group 1, Census Tract 2287.20, Los Angeles County, California",1515,307
1500000US060372287202,060372287202,"Block Group 2, Census Tract 2287.20, Los Angeles County, California",1648,339
1500000US060372287203,060372287203,"Block Group 3, Census Tract 2287.20, Los Angeles County, California",1375,382
1500000US060372288001,060372288001,"Block Group 1, Census Tract 2288, Los Angeles County, California",546,217
1500000US060372288002,060372288002,"Block Group 2, Census Tract 2288, Los Angeles County, California",590,227
1500000US060372288003,060372288003,"Block Group 3, Census Tract 2288, Los Angeles County, California",1654,408
1500000US060372288004,060372288004,"Block Group 4, Census Tract 2288, Los Angeles County, California",2575,527
1500000US060372289001,060372289001,"Block Group 1, Census Tract 2289, Los Angeles County, California",1759,287
1500000US060372289002,060372289002,"Block Group 2, Census Tract 2289, Los Angeles County, California",1434,330
1500000US060372291001,060372291001,"Block Group 1, Census Tract 2291, Los Angeles County, California",2516,432
1500000US060372291002,060372291002,"Block Group 2, Census Tract 2291, Los Angeles County, California",1810,429
1500000US060372292001,060372292001,"Block Group 1, Census Tract 2292, Los Angeles County, California",1221,332
1500000US060372292002,060372292002,"Block Group 2, Census Tract 2292, Los Angeles County, California",2574,513
1500000US060372293001,060372293001,"Block Group 1, Census Tract 2293, Los Angeles County, California",2101,497
1500000US060372293002,060372293002,"Block Group 2, Census Tract 2293, Los Angeles County, California",1737,436
1500000US060372293003,060372293003,"Block Group 3, Census Tract 2293, Los Angeles County, California",1960,538
1500000US060372294101,060372294101,"Block Group 1, Census Tract 2294.10, Los Angeles County, California",1824,369
1500000US060372294102,060372294102,"Block Group 2, Census Tract 2294.10, Los Angeles County, California",1383,366
1500000US060372294201,060372294201,"Block Group 1, Census Tract 2294.20, Los Angeles County, California",2442,515
1500000US060372294202,060372294202,"Block Group 2, Census Tract 2294.20, Los Angeles County, California",2111,350
1500000US060372311001,060372311001,"Block Group 1, Census Tract 2311, Los Angeles County, California",838,378
1500000US060372311002,060372311002,"Block Group 2, Census Tract 2311, Los Angeles County, California",874,331
1500000US060372311003,060372311003,"Block Group 3, Census Tract 2311, Los Angeles County, California",1182,370
1500000US060372312101,060372312101,"Block Group 1, Census Tract 2312.10, Los Angeles County, California",1643,444
1500000US060372312102,060372312102,"Block Group 2, Census Tract 2312.10, Los Angeles County, California",1900,479
1500000US060372312201,060372312201,"Block Group 1, Census Tract 2312.20, Los Angeles County, California",2564,386
1500000US060372312202,060372312202,"Block Group 2, Census Tract 2312.20, Los Angeles County, California",1676,361
1500000US060372313001,060372313001,"Block Group 1, Census Tract 2313, Los Angeles County, California",2515,548
1500000US060372313002,060372313002,"Block Group 2, Census Tract 2313, Los Angeles County, California",411,171
1500000US060372313003,060372313003,"Block Group 3, Census Tract 2313, Los Angeles County, California",1103,400
1500000US060372313004,060372313004,"Block Group 4, Census Tract 2313, Los Angeles County, California",896,485
1500000US060372314001,060372314001,"Block Group 1, Census Tract 2314, Los Angeles County, California",1728,445
1500000US060372314002,060372314002,"Block Group 2, Census Tract 2314, Los Angeles County, California",1398,424
1500000US060372314003,060372314003,"Block Group 3, Census Tract 2314, Los Angeles County, California",1673,405
1500000US060372315001,060372315001,"Block Group 1, Census Tract 2315, Los Angeles County, California",1519,432
1500000US060372315002,060372315002,"Block Group 2, Census Tract 2315, Los Angeles County, California",1569,425
1500000US060372315003,060372315003,"Block Group 3, Census Tract 2315, Los Angeles County, California",1283,330
1500000US060372316001,060372316001,"Block Group 1, Census Tract 2316, Los Angeles County, California",748,275
1500000US060372316002,060372316002,"Block Group 2, Census Tract 2316, Los Angeles County, California",2070,561
1500000US060372316003,060372316003,"Block Group 3, Census Tract 2316, Los Angeles County, California",1572,464
1500000US060372316004,060372316004,"Block Group 4, Census Tract 2316, Los Angeles County, California",1633,540
1500000US060372316005,060372316005,"Block Group 5, Census Tract 2316, Los Angeles County, California",1613,606
1500000US060372317101,060372317101,"Block Group 1, Census Tract 2317.10, Los Angeles County, California",1154,401
1500000US060372317102,060372317102,"Block Group 2, Census Tract 2317.10, Los Angeles County, California",1631,426
1500000US060372317103,060372317103,"Block Group 3, Census Tract 2317.10, Los Angeles County, California",1959,502
1500000US060372317201,060372317201,"Block Group 1, Census Tract 2317.20, Los Angeles County, California",2813,468
1500000US060372317202,060372317202,"Block Group 2, Census Tract 2317.20, Los Angeles County, California",604,358
1500000US060372317203,060372317203,"Block Group 3, Census Tract 2317.20, Los Angeles County, California",1363,328
1500000US060372318001,060372318001,"Block Group 1, Census Tract 2318, Los Angeles County, California",1185,327
1500000US060372318002,060372318002,"Block Group 2, Census Tract 2318, Los Angeles County, California",2733,480
1500000US060372318003,060372318003,"Block Group 3, Census Tract 2318, Los Angeles County, California",1019,305
1500000US060372319001,060372319001,"Block Group 1, Census Tract 2319, Los Angeles County, California",2711,710
1500000US060372319002,060372319002,"Block Group 2, Census Tract 2319, Los Angeles County, California",2986,584
1500000US060372321101,060372321101,"Block Group 1, Census Tract 2321.10, Los Angeles County, California",1436,272
1500000US060372321102,060372321102,"Block Group 2, Census Tract 2321.10, Los Angeles County, California",1250,287
1500000US060372321201,060372321201,"Block Group 1, Census Tract 2321.20, Los Angeles County, California",1434,436
1500000US060372321202,060372321202,"Block Group 2, Census Tract 2321.20, Los Angeles County, California",1288,323
1500000US060372321203,060372321203,"Block Group 3, Census Tract 2321.20, Los Angeles County, California",2532,438
1500000US060372322001,060372322001,"Block Group 1, Census Tract 2322, Los Angeles County, California",951,398
1500000US060372322002,060372322002,"Block Group 2, Census Tract 2322, Los Angeles County, California",891,312
1500000US060372322003,060372322003,"Block Group 3, Census Tract 2322, Los Angeles County, California",1164,262
1500000US060372323001,060372323001,"Block Group 1, Census Tract 2323, Los Angeles County, California",1434,365
1500000US060372323002,060372323002,"Block Group 2, Census Tract 2323, Los Angeles County, California",1185,410
1500000US060372323003,060372323003,"Block Group 3, Census Tract 2323, Los Angeles County, California",995,340
1500000US060372324001,060372324001,"Block Group 1, Census Tract 2324, Los Angeles County, California",1486,443
1500000US060372324002,060372324002,"Block Group 2, Census Tract 2324, Los Angeles County, California",1143,406
1500000US060372324003,060372324003,"Block Group 3, Census Tract 2324, Los Angeles County, California",1380,391
1500000US060372324004,060372324004,"Block Group 4, Census Tract 2324, Los Angeles County, California",1885,464
1500000US060372324005,060372324005,"Block Group 5, Census Tract 2324, Los Angeles County, California",1010,339
1500000US060372325001,060372325001,"Block Group 1, Census Tract 2325, Los Angeles County, California",1781,527
1500000US060372325002,060372325002,"Block Group 2, Census Tract 2325, Los Angeles County, California",888,275
1500000US060372325003,060372325003,"Block Group 3, Census Tract 2325, Los Angeles County, California",1383,509
1500000US060372325004,060372325004,"Block Group 4, Census Tract 2325, Los Angeles County, California",1004,344
1500000US060372326001,060372326001,"Block Group 1, Census Tract 2326, Los Angeles County, California",2386,432
1500000US060372326002,060372326002,"Block Group 2, Census Tract 2326, Los Angeles County, California",2117,518
1500000US060372326003,060372326003,"Block Group 3, Census Tract 2326, Los Angeles County, California",1537,377
1500000US060372327001,060372327001,"Block Group 1, Census Tract 2327, Los Angeles County, California",2749,471
1500000US060372327002,060372327002,"Block Group 2, Census Tract 2327, Los Angeles County, California",2250,457
1500000US060372327003,060372327003,"Block Group 3, Census Tract 2327, Los Angeles County, California",1069,413
1500000US060372328001,060372328001,"Block Group 1, Census Tract 2328, Los Angeles County, California",1909,484
1500000US060372328002,060372328002,"Block Group 2, Census Tract 2328, Los Angeles County, California",2297,546
1500000US060372340001,060372340001,"Block Group 1, Census Tract 2340, Los Angeles County, California",2549,550
1500000US060372340002,060372340002,"Block Group 2, Census Tract 2340, Los Angeles County, California",542,153
1500000US060372340003,060372340003,"Block Group 3, Census Tract 2340, Los Angeles County, California",631,339
1500000US060372340004,060372340004,"Block Group 4, Census Tract 2340, Los Angeles County, California",957,325
1500000US060372340005,060372340005,"Block Group 5, Census Tract 2340, Los Angeles County, California",1176,433
1500000US060372342001,060372342001,"Block Group 1, Census Tract 2342, Los Angeles County, California",878,250
1500000US060372342002,060372342002,"Block Group 2, Census Tract 2342, Los Angeles County, California",568,177
1500000US060372342003,060372342003,"Block Group 3, Census Tract 2342, Los Angeles County, California",1096,269
1500000US060372343001,060372343001,"Block Group 1, Census Tract 2343, Los Angeles County, California",1664,444
1500000US060372343002,060372343002,"Block Group 2, Census Tract 2343, Los Angeles County, California",833,318
1500000US060372343003,060372343003,"Block Group 3, Census Tract 2343, Los Angeles County, California",759,320
1500000US060372343004,060372343004,"Block Group 4, Census Tract 2343, Los Angeles County, California",1041,312
1500000US060372345011,060372345011,"Block Group 1, Census Tract 2345.01, Los Angeles County, California",1487,326
1500000US060372345012,060372345012,"Block Group 2, Census Tract 2345.01, Los Angeles County, California",1090,282
1500000US060372345021,060372345021,"Block Group 1, Census Tract 2345.02, Los Angeles County, California",563,161
1500000US060372345022,060372345022,"Block Group 2, Census Tract 2345.02, Los Angeles County, California",866,211
1500000US060372345023,060372345023,"Block Group 3, Census Tract 2345.02, Los Angeles County, California",803,251
1500000US060372346001,060372346001,"Block Group 1, Census Tract 2346, Los Angeles County, California",1233,351
1500000US060372346002,060372346002,"Block Group 2, Census Tract 2346, Los Angeles County, California",527,223
1500000US060372346003,060372346003,"Block Group 3, Census Tract 2346, Los Angeles County, California",1234,458
1500000US060372346004,060372346004,"Block Group 4, Census Tract 2346, Los Angeles County, California",2011,395
1500000US060372347001,060372347001,"Block Group 1, Census Tract 2347, Los Angeles County, California",969,395
1500000US060372347002,060372347002,"Block Group 2, Census Tract 2347, Los Angeles County, California",488,209
1500000US060372347003,060372347003,"Block Group 3, Census Tract 2347, Los Angeles County, California",1750,336
1500000US060372347004,060372347004,"Block Group 4, Census Tract 2347, Los Angeles County, California",692,256
1500000US060372348001,060372348001,"Block Group 1, Census Tract 2348, Los Angeles County, California",834,308
1500000US060372348002,060372348002,"Block Group 2, Census Tract 2348, Los Angeles County, California",620,207
1500000US060372348003,060372348003,"Block Group 3, Census Tract 2348, Los Angeles County, California",713,334
1500000US060372348004,060372348004,"Block Group 4, Census Tract 2348, Los Angeles County, California",1293,393
1500000US060372349011,060372349011,"Block Group 1, Census Tract 2349.01, Los Angeles County, California",1115,416
1500000US060372349012,060372349012,"Block Group 2, Census Tract 2349.01, Los Angeles County, California",1946,503
1500000US060372349021,060372349021,"Block Group 1, Census Tract 2349.02, Los Angeles County, California",1060,370
1500000US060372349022,060372349022,"Block Group 2, Census Tract 2349.02, Los Angeles County, California",1206,335
1500000US060372349023,060372349023,"Block Group 3, Census Tract 2349.02, Los Angeles County, California",1505,474
1500000US060372351001,060372351001,"Block Group 1, Census Tract 2351, Los Angeles County, California",1459,377
1500000US060372351002,060372351002,"Block Group 2, Census Tract 2351, Los Angeles County, California",1135,384
1500000US060372351003,060372351003,"Block Group 3, Census Tract 2351, Los Angeles County, California",1097,358
1500000US060372351004,060372351004,"Block Group 4, Census Tract 2351, Los Angeles County, California",1061,210
1500000US060372352011,060372352011,"Block Group 1, Census Tract 2352.01, Los Angeles County, California",736,228
1500000US060372352012,060372352012,"Block Group 2, Census Tract 2352.01, Los Angeles County, California",610,182
1500000US060372352013,060372352013,"Block Group 3, Census Tract 2352.01, Los Angeles County, California",1365,382
1500000US060372352021,060372352021,"Block Group 1, Census Tract 2352.02, Los Angeles County, California",2376,383
1500000US060372352022,060372352022,"Block Group 2, Census Tract 2352.02, Los Angeles County, California",864,157
1500000US060372352023,060372352023,"Block Group 3, Census Tract 2352.02, Los Angeles County, California",887,284
1500000US060372360001,060372360001,"Block Group 1, Census Tract 2360, Los Angeles County, California",1239,282
1500000US060372360002,060372360002,"Block Group 2, Census Tract 2360, Los Angeles County, California",1496,286
1500000US060372360003,060372360003,"Block Group 3, Census Tract 2360, Los Angeles County, California",732,247
1500000US060372360004,060372360004,"Block Group 4, Census Tract 2360, Los Angeles County, California",773,304
1500000US060372361001,060372361001,"Block Group 1, Census Tract 2361, Los Angeles County, California",477,164
1500000US060372361002,060372361002,"Block Group 2, Census Tract 2361, Los Angeles County, California",663,270
1500000US060372361003,060372361003,"Block Group 3, Census Tract 2361, Los Angeles County, California",2044,416
1500000US060372361004,060372361004,"Block Group 4, Census Tract 2361, Los Angeles County, California",1503,433
1500000US060372361005,060372361005,"Block Group 5, Census Tract 2361, Los Angeles County, California",581,252
1500000US060372362021,060372362021,"Block Group 1, Census Tract 2362.02, Los Angeles County, California",2137,497
1500000US060372362022,060372362022,"Block Group 2, Census Tract 2362.02, Los Angeles County, California",2148,685
1500000US060372362023,060372362023,"Block Group 3, Census Tract 2362.02, Los Angeles County, California",953,246
1500000US060372362031,060372362031,"Block Group 1, Census Tract 2362.03, Los Angeles County, California",2676,550
1500000US060372362032,060372362032,"Block Group 2, Census Tract 2362.03, Los Angeles County, California",1123,340
1500000US060372362041,060372362041,"Block Group 1, Census Tract 2362.04, Los Angeles County, California",1716,490
1500000US060372362042,060372362042,"Block Group 2, Census Tract 2362.04, Los Angeles County, California",1728,585
1500000US060372364001,060372364001,"Block Group 1, Census Tract 2364, Los Angeles County, California",1730,374
1500000US060372364002,060372364002,"Block Group 2, Census Tract 2364, Los Angeles County, California",1334,358
1500000US060372364003,060372364003,"Block Group 3, Census Tract 2364, Los Angeles County, California",1376,434
1500000US060372371011,060372371011,"Block Group 1, Census Tract 2371.01, Los Angeles County, California",779,288
1500000US060372371012,060372371012,"Block Group 2, Census Tract 2371.01, Los Angeles County, California",902,358
1500000US060372371013,060372371013,"Block Group 3, Census Tract 2371.01, Los Angeles County, California",247,178
1500000US060372371014,060372371014,"Block Group 4, Census Tract 2371.01, Los Angeles County, California",1132,457
1500000US060372371015,060372371015,"Block Group 5, Census Tract 2371.01, Los Angeles County, California",830,293
1500000US060372371021,060372371021,"Block Group 1, Census Tract 2371.02, Los Angeles County, California",1055,329
1500000US060372371022,060372371022,"Block Group 2, Census Tract 2371.02, Los Angeles County, California",1830,357
1500000US060372372011,060372372011,"Block Group 1, Census Tract 2372.01, Los Angeles County, California",1207,430
1500000US060372372012,060372372012,"Block Group 2, Census Tract 2372.01, Los Angeles County, California",1936,375
1500000US060372372013,060372372013,"Block Group 3, Census Tract 2372.01, Los Angeles County, California",551,244
1500000US060372372021,060372372021,"Block Group 1, Census Tract 2372.02, Los Angeles County, California",1658,678
1500000US060372372022,060372372022,"Block Group 2, Census Tract 2372.02, Los Angeles County, California",891,317
1500000US060372372023,060372372023,"Block Group 3, Census Tract 2372.02, Los Angeles County, California",957,359
1500000US060372372024,060372372024,"Block Group 4, Census Tract 2372.02, Los Angeles County, California",1214,478
1500000US060372373001,060372373001,"Block Group 1, Census Tract 2373, Los Angeles County, California",792,303
1500000US060372373002,060372373002,"Block Group 2, Census Tract 2373, Los Angeles County, California",847,342
1500000US060372373003,060372373003,"Block Group 3, Census Tract 2373, Los Angeles County, California",1517,403
1500000US060372373004,060372373004,"Block Group 4, Census Tract 2373, Los Angeles County, California",983,316
1500000US060372373005,060372373005,"Block Group 5, Census Tract 2373, Los Angeles County, California",822,287
1500000US060372374011,060372374011,"Block Group 1, Census Tract 2374.01, Los Angeles County, California",1683,644
1500000US060372374012,060372374012,"Block Group 2, Census Tract 2374.01, Los Angeles County, California",1164,351
1500000US060372374013,060372374013,"Block Group 3, Census Tract 2374.01, Los Angeles County, California",635,331
1500000US060372374021,060372374021,"Block Group 1, Census Tract 2374.02, Los Angeles County, California",1538,539
1500000US060372374022,060372374022,"Block Group 2, Census Tract 2374.02, Los Angeles County, California",1066,295
1500000US060372374023,060372374023,"Block Group 3, Census Tract 2374.02, Los Angeles County, California",800,215
1500000US060372375001,060372375001,"Block Group 1, Census Tract 2375, Los Angeles County, California",1978,311
1500000US060372375002,060372375002,"Block Group 2, Census Tract 2375, Los Angeles County, California",596,232
1500000US060372376001,060372376001,"Block Group 1, Census Tract 2376, Los Angeles County, California",1265,422
1500000US060372376002,060372376002,"Block Group 2, Census Tract 2376, Los Angeles County, California",1274,334
1500000US060372376003,060372376003,"Block Group 3, Census Tract 2376, Los Angeles County, California",714,265
1500000US060372376004,060372376004,"Block Group 4, Census Tract 2376, Los Angeles County, California",639,201
1500000US060372377101,060372377101,"Block Group 1, Census Tract 2377.10, Los Angeles County, California",1614,393
1500000US060372377102,060372377102,"Block Group 2, Census Tract 2377.10, Los Angeles County, California",1852,436
1500000US060372377201,060372377201,"Block Group 1, Census Tract 2377.20, Los Angeles County, California",636,262
1500000US060372377202,060372377202,"Block Group 2, Census Tract 2377.20, Los Angeles County, California",2753,403
1500000US060372378001,060372378001,"Block Group 1, Census Tract 2378, Los Angeles County, California",1533,624
1500000US060372378002,060372378002,"Block Group 2, Census Tract 2378, Los Angeles County, California",1137,519
1500000US060372378003,060372378003,"Block Group 3, Census Tract 2378, Los Angeles County, California",1063,474
1500000US060372378004,060372378004,"Block Group 4, Census Tract 2378, Los Angeles County, California",913,350
1500000US060372379001,060372379001,"Block Group 1, Census Tract 2379, Los Angeles County, California",649,222
1500000US060372379002,060372379002,"Block Group 2, Census Tract 2379, Los Angeles County, California",1516,394
1500000US060372379003,060372379003,"Block Group 3, Census Tract 2379, Los Angeles County, California",664,200
1500000US060372379004,060372379004,"Block Group 4, Census Tract 2379, Los Angeles County, California",909,329
1500000US060372380001,060372380001,"Block Group 1, Census Tract 2380, Los Angeles County, California",419,251
1500000US060372380002,060372380002,"Block Group 2, Census Tract 2380, Los Angeles County, California",836,504
1500000US060372380003,060372380003,"Block Group 3, Census Tract 2380, Los Angeles County, California",793,430
1500000US060372380004,060372380004,"Block Group 4, Census Tract 2380, Los Angeles County, California",1270,635
1500000US060372380005,060372380005,"Block Group 5, Census Tract 2380, Los Angeles County, California",1114,374
1500000US060372380006,060372380006,"Block Group 6, Census Tract 2380, Los Angeles County, California",1272,446
1500000US060372381001,060372381001,"Block Group 1, Census Tract 2381, Los Angeles County, California",1644,376
1500000US060372381002,060372381002,"Block Group 2, Census Tract 2381, Los Angeles County, California",1856,540
1500000US060372381003,060372381003,"Block Group 3, Census Tract 2381, Los Angeles County, California",467,191
1500000US060372381004,060372381004,"Block Group 4, Census Tract 2381, Los Angeles County, California",1099,287
1500000US060372382001,060372382001,"Block Group 1, Census Tract 2382, Los Angeles County, California",1120,386
1500000US060372382002,060372382002,"Block Group 2, Census Tract 2382, Los Angeles County, California",1291,432
1500000US060372382003,060372382003,"Block Group 3, Census Tract 2382, Los Angeles County, California",991,347
1500000US060372382004,060372382004,"Block Group 4, Census Tract 2382, Los Angeles County, California",1831,637
1500000US060372383101,060372383101,"Block Group 1, Census Tract 2383.10, Los Angeles County, California",2129,529
1500000US060372383102,060372383102,"Block Group 2, Census Tract 2383.10, Los Angeles County, California",2437,460
1500000US060372383201,060372383201,"Block Group 1, Census Tract 2383.20, Los Angeles County, California",1536,417
1500000US060372383202,060372383202,"Block Group 2, Census Tract 2383.20, Los Angeles County, California",842,340
1500000US060372383203,060372383203,"Block Group 3, Census Tract 2383.20, Los Angeles County, California",859,404
1500000US060372384001,060372384001,"Block Group 1, Census Tract 2384, Los Angeles County, California",1324,463
1500000US060372384002,060372384002,"Block Group 2, Census Tract 2384, Los Angeles County, California",1349,362
1500000US060372384003,060372384003,"Block Group 3, Census Tract 2384, Los Angeles County, California",803,344
1500000US060372384004,060372384004,"Block Group 4, Census Tract 2384, Los Angeles County, California",1112,307
1500000US060372392011,060372392011,"Block Group 1, Census Tract 2392.01, Los Angeles County, California",1352,317
1500000US060372392012,060372392012,"Block Group 2, Census Tract 2392.01, Los Angeles County, California",997,391
1500000US060372392013,060372392013,"Block Group 3, Census Tract 2392.01, Los Angeles County, California",851,254
1500000US060372392021,060372392021,"Block Group 1, Census Tract 2392.02, Los Angeles County, California",2229,634
1500000US060372392022,060372392022,"Block Group 2, Census Tract 2392.02, Los Angeles County, California",1159,468
1500000US060372392023,060372392023,"Block Group 3, Census Tract 2392.02, Los Angeles County, California",1579,337
1500000US060372393101,060372393101,"Block Group 1, Census Tract 2393.10, Los Angeles County, California",1069,331
1500000US060372393102,060372393102,"Block Group 2, Census Tract 2393.10, Los Angeles County, California",1763,456
1500000US060372393103,060372393103,"Block Group 3, Census Tract 2393.10, Los Angeles County, California",1334,406
1500000US060372393201,060372393201,"Block Group 1, Census Tract 2393.20, Los Angeles County, California",1514,324
1500000US060372393202,060372393202,"Block Group 2, Census Tract 2393.20, Los Angeles County, California",1928,426
1500000US060372393301,060372393301,"Block Group 1, Census Tract 2393.30, Los Angeles County, California",1698,361
1500000US060372393302,060372393302,"Block Group 2, Census Tract 2393.30, Los Angeles County, California",1265,328
1500000US060372395011,060372395011,"Block Group 1, Census Tract 2395.01, Los Angeles County, California",1381,360
1500000US060372395012,060372395012,"Block Group 2, Census Tract 2395.01, Los Angeles County, California",984,382
1500000US060372395013,060372395013,"Block Group 3, Census Tract 2395.01, Los Angeles County, California",1060,278
1500000US060372395021,060372395021,"Block Group 1, Census Tract 2395.02, Los Angeles County, California",1209,366
1500000US060372395022,060372395022,"Block Group 2, Census Tract 2395.02, Los Angeles County, California",1190,347
1500000US060372395023,060372395023,"Block Group 3, Census Tract 2395.02, Los Angeles County, California",986,315
1500000US060372396011,060372396011,"Block Group 1, Census Tract 2396.01, Los Angeles County, California",1437,307
1500000US060372396012,060372396012,"Block Group 2, Census Tract 2396.01, Los Angeles County, California",2074,413
1500000US060372396021,060372396021,"Block Group 1, Census Tract 2396.02, Los Angeles County, California",1834,455
1500000US060372396022,060372396022,"Block Group 2, Census Tract 2396.02, Los Angeles County, California",1752,494
1500000US060372397011,060372397011,"Block Group 1, Census Tract 2397.01, Los Angeles County, California",2674,716
1500000US060372397012,060372397012,"Block Group 2, Census Tract 2397.01, Los Angeles County, California",2038,488
1500000US060372397021,060372397021,"Block Group 1, Census Tract 2397.02, Los Angeles County, California",1670,359
1500000US060372397022,060372397022,"Block Group 2, Census Tract 2397.02, Los Angeles County, California",729,281
1500000US060372397023,060372397023,"Block Group 3, Census Tract 2397.02, Los Angeles County, California",830,289
1500000US060372397024,060372397024,"Block Group 4, Census Tract 2397.02, Los Angeles County, California",503,250
1500000US060372398011,060372398011,"Block Group 1, Census Tract 2398.01, Los Angeles County, California",1177,326
1500000US060372398012,060372398012,"Block Group 2, Census Tract 2398.01, Los Angeles County, California",1244,338
1500000US060372398013,060372398013,"Block Group 3, Census Tract 2398.01, Los Angeles County, California",1210,475
