Id,GeoID,Geography,Estimate; Total,Margin of Error; Total
1500000US060373108005,060373108005,"Block Group 5, Census Tract 3108, Los Angeles County, California",1189,336
1500000US060373109001,060373109001,"Block Group 1, Census Tract 3109, Los Angeles County, California",1054,305
1500000US060373109002,060373109002,"Block Group 2, Census Tract 3109, Los Angeles County, California",1367,494
1500000US060373109003,060373109003,"Block Group 3, Census Tract 3109, Los Angeles County, California",786,240
1500000US060373109004,060373109004,"Block Group 4, Census Tract 3109, Los Angeles County, California",1224,428
1500000US060373109005,060373109005,"Block Group 5, Census Tract 3109, Los Angeles County, California",865,276
1500000US060373109006,060373109006,"Block Group 6, Census Tract 3109, Los Angeles County, California",1026,395
1500000US060373110001,060373110001,"Block Group 1, Census Tract 3110, Los Angeles County, California",655,175
1500000US060373110002,060373110002,"Block Group 2, Census Tract 3110, Los Angeles County, California",694,183
1500000US060373110003,060373110003,"Block Group 3, Census Tract 3110, Los Angeles County, California",1924,438
1500000US060373110004,060373110004,"Block Group 4, Census Tract 3110, Los Angeles County, California",679,183
1500000US060373111001,060373111001,"Block Group 1, Census Tract 3111, Los Angeles County, California",1158,230
1500000US060373111002,060373111002,"Block Group 2, Census Tract 3111, Los Angeles County, California",1777,294
1500000US060373111003,060373111003,"Block Group 3, Census Tract 3111, Los Angeles County, California",842,196
1500000US060373112001,060373112001,"Block Group 1, Census Tract 3112, Los Angeles County, California",1224,265
1500000US060373112002,060373112002,"Block Group 2, Census Tract 3112, Los Angeles County, California",1359,322
1500000US060373112003,060373112003,"Block Group 3, Census Tract 3112, Los Angeles County, California",630,211
1500000US060373113001,060373113001,"Block Group 1, Census Tract 3113, Los Angeles County, California",706,213
1500000US060373113002,060373113002,"Block Group 2, Census Tract 3113, Los Angeles County, California",1433,228
1500000US060373113003,060373113003,"Block Group 3, Census Tract 3113, Los Angeles County, California",1495,292
1500000US060373114001,060373114001,"Block Group 1, Census Tract 3114, Los Angeles County, California",963,224
1500000US060373114002,060373114002,"Block Group 2, Census Tract 3114, Los Angeles County, California",1304,188
1500000US060373115001,060373115001,"Block Group 1, Census Tract 3115, Los Angeles County, California",1725,372
1500000US060373115002,060373115002,"Block Group 2, Census Tract 3115, Los Angeles County, California",2210,469
1500000US060373115003,060373115003,"Block Group 3, Census Tract 3115, Los Angeles County, California",1752,334
1500000US060373116001,060373116001,"Block Group 1, Census Tract 3116, Los Angeles County, California",962,279
1500000US060373116002,060373116002,"Block Group 2, Census Tract 3116, Los Angeles County, California",3717,659
1500000US060373116003,060373116003,"Block Group 3, Census Tract 3116, Los Angeles County, California",846,288
1500000US060373116004,060373116004,"Block Group 4, Census Tract 3116, Los Angeles County, California",1577,444
1500000US060373116005,060373116005,"Block Group 5, Census Tract 3116, Los Angeles County, California",812,209
1500000US060373117001,060373117001,"Block Group 1, Census Tract 3117, Los Angeles County, California",1451,361
1500000US060373117002,060373117002,"Block Group 2, Census Tract 3117, Los Angeles County, California",885,403
1500000US060373117003,060373117003,"Block Group 3, Census Tract 3117, Los Angeles County, California",745,291
1500000US060373117004,060373117004,"Block Group 4, Census Tract 3117, Los Angeles County, California",808,273
1500000US060373117005,060373117005,"Block Group 5, Census Tract 3117, Los Angeles County, California",1211,491
1500000US060373117006,060373117006,"Block Group 6, Census Tract 3117, Los Angeles County, California",754,261
1500000US060373118011,060373118011,"Block Group 1, Census Tract 3118.01, Los Angeles County, California",1666,402
1500000US060373118012,060373118012,"Block Group 2, Census Tract 3118.01, Los Angeles County, California",1548,296
1500000US060373118021,060373118021,"Block Group 1, Census Tract 3118.02, Los Angeles County, California",1861,443
1500000US060373118022,060373118022,"Block Group 2, Census Tract 3118.02, Los Angeles County, California",1741,311
1500000US060373200001,060373200001,"Block Group 1, Census Tract 3200, Los Angeles County, California",0,12
1500000US060373201001,060373201001,"Block Group 1, Census Tract 3201, Los Angeles County, California",2557,479
1500000US060373201002,060373201002,"Block Group 2, Census Tract 3201, Los Angeles County, California",1977,468
1500000US060373201003,060373201003,"Block Group 3, Census Tract 3201, Los Angeles County, California",1910,435
1500000US060373201004,060373201004,"Block Group 4, Census Tract 3201, Los Angeles County, California",1344,420
1500000US060373202011,060373202011,"Block Group 1, Census Tract 3202.01, Los Angeles County, California",762,332
1500000US060373202012,060373202012,"Block Group 2, Census Tract 3202.01, Los Angeles County, California",1297,431
1500000US060373202013,060373202013,"Block Group 3, Census Tract 3202.01, Los Angeles County, California",1129,406
1500000US060373202021,060373202021,"Block Group 1, Census Tract 3202.02, Los Angeles County, California",1796,524
1500000US060373202022,060373202022,"Block Group 2, Census Tract 3202.02, Los Angeles County, California",2092,672
1500000US060373202023,060373202023,"Block Group 3, Census Tract 3202.02, Los Angeles County, California",1221,531
1500000US060373202024,060373202024,"Block Group 4, Census Tract 3202.02, Los Angeles County, California",1135,481
1500000US060373203001,060373203001,"Block Group 1, Census Tract 3203, Los Angeles County, California",2099,405
1500000US060373203002,060373203002,"Block Group 2, Census Tract 3203, Los Angeles County, California",505,214
1500000US060373203003,060373203003,"Block Group 3, Census Tract 3203, Los Angeles County, California",707,274
1500000US060373203004,060373203004,"Block Group 4, Census Tract 3203, Los Angeles County, California",614,243
1500000US060373203005,060373203005,"Block Group 5, Census Tract 3203, Los Angeles County, California",829,358
1500000US060373203006,060373203006,"Block Group 6, Census Tract 3203, Los Angeles County, California",1856,510
1500000US060374002041,060374002041,"Block Group 1, Census Tract 4002.04, Los Angeles County, California",3105,501
1500000US060374002042,060374002042,"Block Group 2, Census Tract 4002.04, Los Angeles County, California",1599,405
1500000US060374002043,060374002043,"Block Group 3, Census Tract 4002.04, Los Angeles County, California",1964,529
1500000US060374002051,060374002051,"Block Group 1, Census Tract 4002.05, Los Angeles County, California",3468,323
1500000US060374002061,060374002061,"Block Group 1, Census Tract 4002.06, Los Angeles County, California",2722,330
1500000US060374002062,060374002062,"Block Group 2, Census Tract 4002.06, Los Angeles County, California",2610,331
1500000US060374002071,060374002071,"Block Group 1, Census Tract 4002.07, Los Angeles County, California",1237,209
1500000US060374002072,060374002072,"Block Group 2, Census Tract 4002.07, Los Angeles County, California",2140,291
1500000US060374002073,060374002073,"Block Group 3, Census Tract 4002.07, Los Angeles County, California",1297,240
1500000US060374002074,060374002074,"Block Group 4, Census Tract 4002.07, Los Angeles County, California",0,12
1500000US060374003021,060374003021,"Block Group 1, Census Tract 4003.02, Los Angeles County, California",1060,277
1500000US060374003022,060374003022,"Block Group 2, Census Tract 4003.02, Los Angeles County, California",1911,345
1500000US060374003041,060374003041,"Block Group 1, Census Tract 4003.04, Los Angeles County, California",2129,388
1500000US060374003042,060374003042,"Block Group 2, Census Tract 4003.04, Los Angeles County, California",1407,376
1500000US060374003043,060374003043,"Block Group 3, Census Tract 4003.04, Los Angeles County, California",1426,469
1500000US060374003044,060374003044,"Block Group 4, Census Tract 4003.04, Los Angeles County, California",1867,447
1500000US060374004021,060374004021,"Block Group 1, Census Tract 4004.02, Los Angeles County, California",2528,431
1500000US060374004022,060374004022,"Block Group 2, Census Tract 4004.02, Los Angeles County, California",1804,299
1500000US060374004031,060374004031,"Block Group 1, Census Tract 4004.03, Los Angeles County, California",1607,264
1500000US060374004032,060374004032,"Block Group 2, Census Tract 4004.03, Los Angeles County, California",2380,380
1500000US060374004041,060374004041,"Block Group 1, Census Tract 4004.04, Los Angeles County, California",1815,348
1500000US060374004042,060374004042,"Block Group 2, Census Tract 4004.04, Los Angeles County, California",1120,405
1500000US060374004043,060374004043,"Block Group 3, Census Tract 4004.04, Los Angeles County, California",1513,320
1500000US060374005011,060374005011,"Block Group 1, Census Tract 4005.01, Los Angeles County, California",2232,232
1500000US060374006021,060374006021,"Block Group 1, Census Tract 4006.02, Los Angeles County, California",1028,333
1500000US060374006022,060374006022,"Block Group 2, Census Tract 4006.02, Los Angeles County, California",1723,455
1500000US060374006023,060374006023,"Block Group 3, Census Tract 4006.02, Los Angeles County, California",1400,342
1500000US060374006031,060374006031,"Block Group 1, Census Tract 4006.03, Los Angeles County, California",3715,452
1500000US060374006032,060374006032,"Block Group 2, Census Tract 4006.03, Los Angeles County, California",1288,341
1500000US060374006041,060374006041,"Block Group 1, Census Tract 4006.04, Los Angeles County, California",1064,249
1500000US060374006042,060374006042,"Block Group 2, Census Tract 4006.04, Los Angeles County, California",1841,494
1500000US060374008001,060374008001,"Block Group 1, Census Tract 4008, Los Angeles County, California",5055,579
1500000US060374009001,060374009001,"Block Group 1, Census Tract 4009, Los Angeles County, California",769,254
1500000US060374009002,060374009002,"Block Group 2, Census Tract 4009, Los Angeles County, California",2222,461
1500000US060374009003,060374009003,"Block Group 3, Census Tract 4009, Los Angeles County, California",1001,241
1500000US060374010011,060374010011,"Block Group 1, Census Tract 4010.01, Los Angeles County, California",1370,179
1500000US060374010012,060374010012,"Block Group 2, Census Tract 4010.01, Los Angeles County, California",880,152
1500000US060374010013,060374010013,"Block Group 3, Census Tract 4010.01, Los Angeles County, California",833,181
1500000US060374010021,060374010021,"Block Group 1, Census Tract 4010.02, Los Angeles County, California",1222,309
1500000US060374010022,060374010022,"Block Group 2, Census Tract 4010.02, Los Angeles County, California",1201,300
1500000US060374010023,060374010023,"Block Group 3, Census Tract 4010.02, Los Angeles County, California",1613,301
1500000US060374011011,060374011011,"Block Group 1, Census Tract 4011.01, Los Angeles County, California",697,269
1500000US060374011012,060374011012,"Block Group 2, Census Tract 4011.01, Los Angeles County, California",1393,496
1500000US060374011013,060374011013,"Block Group 3, Census Tract 4011.01, Los Angeles County, California",914,327
1500000US060374011014,060374011014,"Block Group 4, Census Tract 4011.01, Los Angeles County, California",1816,436
1500000US060374011021,060374011021,"Block Group 1, Census Tract 4011.02, Los Angeles County, California",1098,331
1500000US060374011022,060374011022,"Block Group 2, Census Tract 4011.02, Los Angeles County, California",1278,406
1500000US060374011023,060374011023,"Block Group 3, Census Tract 4011.02, Los Angeles County, California",840,362
1500000US060374012011,060374012011,"Block Group 1, Census Tract 4012.01, Los Angeles County, California",1573,217
1500000US060374012012,060374012012,"Block Group 2, Census Tract 4012.01, Los Angeles County, California",1660,257
1500000US060374012021,060374012021,"Block Group 1, Census Tract 4012.02, Los Angeles County, California",1317,330
1500000US060374012022,060374012022,"Block Group 2, Census Tract 4012.02, Los Angeles County, California",1103,306
1500000US060374012023,060374012023,"Block Group 3, Census Tract 4012.02, Los Angeles County, California",2331,411
1500000US060374012031,060374012031,"Block Group 1, Census Tract 4012.03, Los Angeles County, California",2647,388
1500000US060374012032,060374012032,"Block Group 2, Census Tract 4012.03, Los Angeles County, California",2900,444
1500000US060374013031,060374013031,"Block Group 1, Census Tract 4013.03, Los Angeles County, California",2447,237
1500000US060374013041,060374013041,"Block Group 1, Census Tract 4013.04, Los Angeles County, California",3180,407
1500000US060374013042,060374013042,"Block Group 2, Census Tract 4013.04, Los Angeles County, California",175,113
1500000US060374013043,060374013043,"Block Group 3, Census Tract 4013.04, Los Angeles County, California",1910,358
1500000US060374013044,060374013044,"Block Group 4, Census Tract 4013.04, Los Angeles County, California",793,282
1500000US060374013111,060374013111,"Block Group 1, Census Tract 4013.11, Los Angeles County, California",1205,372
1500000US060374013112,060374013112,"Block Group 2, Census Tract 4013.11, Los Angeles County, California",2215,530
1500000US060374013113,060374013113,"Block Group 3, Census Tract 4013.11, Los Angeles County, California",1278,334
1500000US060374013114,060374013114,"Block Group 4, Census Tract 4013.11, Los Angeles County, California",1645,468
1500000US060374013121,060374013121,"Block Group 1, Census Tract 4013.12, Los Angeles County, California",2078,445
1500000US060374013122,060374013122,"Block Group 2, Census Tract 4013.12, Los Angeles County, California",3467,476
1500000US060374015001,060374015001,"Block Group 1, Census Tract 4015, Los Angeles County, California",2626,447
1500000US060374015002,060374015002,"Block Group 2, Census Tract 4015, Los Angeles County, California",2255,553
1500000US060374015003,060374015003,"Block Group 3, Census Tract 4015, Los Angeles County, California",766,298
1500000US060374016011,060374016011,"Block Group 1, Census Tract 4016.01, Los Angeles County, California",1030,339
1500000US060374016012,060374016012,"Block Group 2, Census Tract 4016.01, Los Angeles County, California",2507,408
1500000US060374016013,060374016013,"Block Group 3, Census Tract 4016.01, Los Angeles County, California",1655,297
1500000US060374016021,060374016021,"Block Group 1, Census Tract 4016.02, Los Angeles County, California",3080,393
1500000US060374016022,060374016022,"Block Group 2, Census Tract 4016.02, Los Angeles County, California",1329,297
1500000US060374016023,060374016023,"Block Group 3, Census Tract 4016.02, Los Angeles County, California",1236,300
1500000US060374016031,060374016031,"Block Group 1, Census Tract 4016.03, Los Angeles County, California",1631,264
1500000US060374016032,060374016032,"Block Group 2, Census Tract 4016.03, Los Angeles County, California",1297,274
1500000US060374017011,060374017011,"Block Group 1, Census Tract 4017.01, Los Angeles County, California",1325,288
1500000US060374017012,060374017012,"Block Group 2, Census Tract 4017.01, Los Angeles County, California",2671,281
1500000US060374017031,060374017031,"Block Group 1, Census Tract 4017.03, Los Angeles County, California",2034,409
1500000US060374017032,060374017032,"Block Group 2, Census Tract 4017.03, Los Angeles County, California",1948,447
1500000US060374017041,060374017041,"Block Group 1, Census Tract 4017.04, Los Angeles County, California",1915,532
1500000US060374017042,060374017042,"Block Group 2, Census Tract 4017.04, Los Angeles County, California",1824,370
1500000US060374017043,060374017043,"Block Group 3, Census Tract 4017.04, Los Angeles County, California",2245,373
1500000US060374018001,060374018001,"Block Group 1, Census Tract 4018, Los Angeles County, California",2384,540
1500000US060374018002,060374018002,"Block Group 2, Census Tract 4018, Los Angeles County, California",2490,437
1500000US060374018003,060374018003,"Block Group 3, Census Tract 4018, Los Angeles County, California",2593,445
1500000US060374019011,060374019011,"Block Group 1, Census Tract 4019.01, Los Angeles County, California",1458,240
1500000US060374019012,060374019012,"Block Group 2, Census Tract 4019.01, Los Angeles County, California",2933,323
1500000US060374019021,060374019021,"Block Group 1, Census Tract 4019.02, Los Angeles County, California",977,256
1500000US060374019022,060374019022,"Block Group 2, Census Tract 4019.02, Los Angeles County, California",2103,374
1500000US060374019023,060374019023,"Block Group 3, Census Tract 4019.02, Los Angeles County, California",844,190
1500000US060374019024,060374019024,"Block Group 4, Census Tract 4019.02, Los Angeles County, California",1500,334
1500000US060374020011,060374020011,"Block Group 1, Census Tract 4020.01, Los Angeles County, California",1980,371
1500000US060374020012,060374020012,"Block Group 2, Census Tract 4020.01, Los Angeles County, California",1295,396
1500000US060374020021,060374020021,"Block Group 1, Census Tract 4020.02, Los Angeles County, California",1572,606
1500000US060374020022,060374020022,"Block Group 2, Census Tract 4020.02, Los Angeles County, California",1167,438
1500000US060374020023,060374020023,"Block Group 3, Census Tract 4020.02, Los Angeles County, California",1347,300
1500000US060374021011,060374021011,"Block Group 1, Census Tract 4021.01, Los Angeles County, California",2152,610
1500000US060374021012,060374021012,"Block Group 2, Census Tract 4021.01, Los Angeles County, California",1355,432
1500000US060374021013,060374021013,"Block Group 3, Census Tract 4021.01, Los Angeles County, California",1535,345
1500000US060374021021,060374021021,"Block Group 1, Census Tract 4021.02, Los Angeles County, California",1985,352
1500000US060374021022,060374021022,"Block Group 2, Census Tract 4021.02, Los Angeles County, California",2017,358
1500000US060374021023,060374021023,"Block Group 3, Census Tract 4021.02, Los Angeles County, California",925,385
1500000US060374022001,060374022001,"Block Group 1, Census Tract 4022, Los Angeles County, California",1972,618
1500000US060374022002,060374022002,"Block Group 2, Census Tract 4022, Los Angeles County, California",2786,551
1500000US060374022003,060374022003,"Block Group 3, Census Tract 4022, Los Angeles County, California",1970,361
1500000US060374023011,060374023011,"Block Group 1, Census Tract 4023.01, Los Angeles County, California",3044,628
1500000US060374023012,060374023012,"Block Group 2, Census Tract 4023.01, Los Angeles County, California",3094,540
1500000US060374023031,060374023031,"Block Group 1, Census Tract 4023.03, Los Angeles County, California",1920,522
1500000US060374023032,060374023032,"Block Group 2, Census Tract 4023.03, Los Angeles County, California",987,419
1500000US060374023033,060374023033,"Block Group 3, Census Tract 4023.03, Los Angeles County, California",735,313
1500000US060374023034,060374023034,"Block Group 4, Census Tract 4023.03, Los Angeles County, California",957,376
1500000US060374023041,060374023041,"Block Group 1, Census Tract 4023.04, Los Angeles County, California",2166,533
1500000US060374023042,060374023042,"Block Group 2, Census Tract 4023.04, Los Angeles County, California",2017,621
1500000US060374024021,060374024021,"Block Group 1, Census Tract 4024.02, Los Angeles County, California",1037,443
1500000US060374024022,060374024022,"Block Group 2, Census Tract 4024.02, Los Angeles County, California",1424,442
1500000US060374024023,060374024023,"Block Group 3, Census Tract 4024.02, Los Angeles County, California",2168,448
1500000US060374024024,060374024024,"Block Group 4, Census Tract 4024.02, Los Angeles County, California",1764,358
1500000US060374024031,060374024031,"Block Group 1, Census Tract 4024.03, Los Angeles County, California",1111,406
1500000US060374024032,060374024032,"Block Group 2, Census Tract 4024.03, Los Angeles County, California",3975,517
1500000US060374024041,060374024041,"Block Group 1, Census Tract 4024.04, Los Angeles County, California",2102,211
1500000US060374024051,060374024051,"Block Group 1, Census Tract 4024.05, Los Angeles County, California",791,272
1500000US060374024052,060374024052,"Block Group 2, Census Tract 4024.05, Los Angeles County, California",748,334
1500000US060374024053,060374024053,"Block Group 3, Census Tract 4024.05, Los Angeles County, California",1555,387
1500000US060374024061,060374024061,"Block Group 1, Census Tract 4024.06, Los Angeles County, California",1319,420
1500000US060374024062,060374024062,"Block Group 2, Census Tract 4024.06, Los Angeles County, California",2709,344
1500000US060374025011,060374025011,"Block Group 1, Census Tract 4025.01, Los Angeles County, California",1989,482
1500000US060374025012,060374025012,"Block Group 2, Census Tract 4025.01, Los Angeles County, California",3568,571
1500000US060374025021,060374025021,"Block Group 1, Census Tract 4025.02, Los Angeles County, California",1172,402
1500000US060374025022,060374025022,"Block Group 2, Census Tract 4025.02, Los Angeles County, California",5536,584
1500000US060374026001,060374026001,"Block Group 1, Census Tract 4026, Los Angeles County, California",1078,486
1500000US060374026002,060374026002,"Block Group 2, Census Tract 4026, Los Angeles County, California",2096,831
1500000US060374026003,060374026003,"Block Group 3, Census Tract 4026, Los Angeles County, California",1746,514
1500000US060374026004,060374026004,"Block Group 4, Census Tract 4026, Los Angeles County, California",1733,1144
1500000US060374026005,060374026005,"Block Group 5, Census Tract 4026, Los Angeles County, California",1632,431
1500000US060374027021,060374027021,"Block Group 1, Census Tract 4027.02, Los Angeles County, California",2918,480
1500000US060374027022,060374027022,"Block Group 2, Census Tract 4027.02, Los Angeles County, California",1067,426
1500000US060374027023,060374027023,"Block Group 3, Census Tract 4027.02, Los Angeles County, California",396,154
1500000US060374027024,060374027024,"Block Group 4, Census Tract 4027.02, Los Angeles County, California",1614,445
1500000US060374027031,060374027031,"Block Group 1, Census Tract 4027.03, Los Angeles County, California",1987,364
1500000US060374027032,060374027032,"Block Group 2, Census Tract 4027.03, Los Angeles County, California",2501,389
1500000US060374027051,060374027051,"Block Group 1, Census Tract 4027.05, Los Angeles County, California",990,293
1500000US060374027052,060374027052,"Block Group 2, Census Tract 4027.05, Los Angeles County, California",2548,381
1500000US060374027061,060374027061,"Block Group 1, Census Tract 4027.06, Los Angeles County, California",1564,378
1500000US060374027062,060374027062,"Block Group 2, Census Tract 4027.06, Los Angeles County, California",1386,336
1500000US060374027063,060374027063,"Block Group 3, Census Tract 4027.06, Los Angeles County, California",1253,392
1500000US060374028011,060374028011,"Block Group 1, Census Tract 4028.01, Los Angeles County, California",2456,530
1500000US060374028012,060374028012,"Block Group 2, Census Tract 4028.01, Los Angeles County, California",1402,496
1500000US060374028013,060374028013,"Block Group 3, Census Tract 4028.01, Los Angeles County, California",1418,577
1500000US060374028031,060374028031,"Block Group 1, Census Tract 4028.03, Los Angeles County, California",1293,345
1500000US060374028032,060374028032,"Block Group 2, Census Tract 4028.03, Los Angeles County, California",2238,413
1500000US060374028041,060374028041,"Block Group 1, Census Tract 4028.04, Los Angeles County, California",1800,418
1500000US060374028042,060374028042,"Block Group 2, Census Tract 4028.04, Los Angeles County, California",2574,413
1500000US060374029021,060374029021,"Block Group 1, Census Tract 4029.02, Los Angeles County, California",2994,531
1500000US060374029022,060374029022,"Block Group 2, Census Tract 4029.02, Los Angeles County, California",3230,489
1500000US060374029031,060374029031,"Block Group 1, Census Tract 4029.03, Los Angeles County, California",4443,529
1500000US060374029041,060374029041,"Block Group 1, Census Tract 4029.04, Los Angeles County, California",1413,298
1500000US060374029042,060374029042,"Block Group 2, Census Tract 4029.04, Los Angeles County, California",1869,288
1500000US060374030001,060374030001,"Block Group 1, Census Tract 4030, Los Angeles County, California",2550,615
1500000US060374030002,060374030002,"Block Group 2, Census Tract 4030, Los Angeles County, California",1324,491
1500000US060374030003,060374030003,"Block Group 3, Census Tract 4030, Los Angeles County, California",3480,757
1500000US060374032001,060374032001,"Block Group 1, Census Tract 4032, Los Angeles County, California",741,359
1500000US060374033031,060374033031,"Block Group 1, Census Tract 4033.03, Los Angeles County, California",2456,182
1500000US060374033041,060374033041,"Block Group 1, Census Tract 4033.04, Los Angeles County, California",1900,291
1500000US060374033042,060374033042,"Block Group 2, Census Tract 4033.04, Los Angeles County, California",3040,337
1500000US060374033051,060374033051,"Block Group 1, Census Tract 4033.05, Los Angeles County, California",2158,172
1500000US060374033121,060374033121,"Block Group 1, Census Tract 4033.12, Los Angeles County, California",2359,368
1500000US060374033122,060374033122,"Block Group 2, Census Tract 4033.12, Los Angeles County, California",1915,387
1500000US060374033123,060374033123,"Block Group 3, Census Tract 4033.12, Los Angeles County, California",890,237
1500000US060374033161,060374033161,"Block Group 1, Census Tract 4033.16, Los Angeles County, California",2152,632
1500000US060374033162,060374033162,"Block Group 2, Census Tract 4033.16, Los Angeles County, California",3068,856
1500000US060374033163,060374033163,"Block Group 3, Census Tract 4033.16, Los Angeles County, California",2350,807
1500000US060374033171,060374033171,"Block Group 1, Census Tract 4033.17, Los Angeles County, California",2534,453
1500000US060374033172,060374033172,"Block Group 2, Census Tract 4033.17, Los Angeles County, California",847,287
1500000US060374033173,060374033173,"Block Group 3, Census Tract 4033.17, Los Angeles County, California",958,352
1500000US060374033181,060374033181,"Block Group 1, Census Tract 4033.18, Los Angeles County, California",1204,338
1500000US060374033182,060374033182,"Block Group 2, Census Tract 4033.18, Los Angeles County, California",1824,329
1500000US060374033183,060374033183,"Block Group 3, Census Tract 4033.18, Los Angeles County, California",1695,339
1500000US060374033184,060374033184,"Block Group 4, Census Tract 4033.18, Los Angeles County, California",1346,329
1500000US060374033191,060374033191,"Block Group 1, Census Tract 4033.19, Los Angeles County, California",2071,294
1500000US060374033192,060374033192,"Block Group 2, Census Tract 4033.19, Los Angeles County, California",2180,260
1500000US060374033201,060374033201,"Block Group 1, Census Tract 4033.20, Los Angeles County, California",2575,363
1500000US060374033202,060374033202,"Block Group 2, Census Tract 4033.20, Los Angeles County, California",2648,300
1500000US060374033211,060374033211,"Block Group 1, Census Tract 4033.21, Los Angeles County, California",3032,449
1500000US060374033212,060374033212,"Block Group 2, Census Tract 4033.21, Los Angeles County, California",1900,349
1500000US060374033213,060374033213,"Block Group 3, Census Tract 4033.21, Los Angeles County, California",1018,263
1500000US060374033221,060374033221,"Block Group 1, Census Tract 4033.22, Los Angeles County, California",1625,256
1500000US060374033222,060374033222,"Block Group 2, Census Tract 4033.22, Los Angeles County, California",1972,280
1500000US060374033231,060374033231,"Block Group 1, Census Tract 4033.23, Los Angeles County, California",1563,379
1500000US060374033232,060374033232,"Block Group 2, Census Tract 4033.23, Los Angeles County, California",2107,294
1500000US060374033233,060374033233,"Block Group 3, Census Tract 4033.23, Los Angeles County, California",1520,350
1500000US060374033241,060374033241,"Block Group 1, Census Tract 4033.24, Los Angeles County, California",922,250
1500000US060374033242,060374033242,"Block Group 2, Census Tract 4033.24, Los Angeles County, California",1633,468
1500000US060374033243,060374033243,"Block Group 3, Census Tract 4033.24, Los Angeles County, California",3599,713
1500000US060374033244,060374033244,"Block Group 4, Census Tract 4033.24, Los Angeles County, California",750,276
1500000US060374033251,060374033251,"Block Group 1, Census Tract 4033.25, Los Angeles County, California",2943,407
1500000US060374033252,060374033252,"Block Group 2, Census Tract 4033.25, Los Angeles County, California",1525,408
1500000US060374033253,060374033253,"Block Group 3, Census Tract 4033.25, Los Angeles County, California",389,182
1500000US060374034011,060374034011,"Block Group 1, Census Tract 4034.01, Los Angeles County, California",1108,208
1500000US060374034012,060374034012,"Block Group 2, Census Tract 4034.01, Los Angeles County, California",1229,264
1500000US060374034013,060374034013,"Block Group 3, Census Tract 4034.01, Los Angeles County, California",2691,340
1500000US060374034021,060374034021,"Block Group 1, Census Tract 4034.02, Los Angeles County, California",2451,321
1500000US060374034022,060374034022,"Block Group 2, Census Tract 4034.02, Los Angeles County, California",1175,360
1500000US060374034031,060374034031,"Block Group 1, Census Tract 4034.03, Los Angeles County, California",2249,350
1500000US060374034032,060374034032,"Block Group 2, Census Tract 4034.03, Los Angeles County, California",1674,350
1500000US060374034033,060374034033,"Block Group 3, Census Tract 4034.03, Los Angeles County, California",1105,314
1500000US060374034041,060374034041,"Block Group 1, Census Tract 4034.04, Los Angeles County, California",1105,192
1500000US060374034042,060374034042,"Block Group 2, Census Tract 4034.04, Los Angeles County, California",1558,211
1500000US060374034051,060374034051,"Block Group 1, Census Tract 4034.05, Los Angeles County, California",1771,174
1500000US060374034061,060374034061,"Block Group 1, Census Tract 4034.06, Los Angeles County, California",2889,240
1500000US060374034071,060374034071,"Block Group 1, Census Tract 4034.07, Los Angeles County, California",1107,226
1500000US060374034072,060374034072,"Block Group 2, Census Tract 4034.07, Los Angeles County, California",1136,226
1500000US060374034081,060374034081,"Block Group 1, Census Tract 4034.08, Los Angeles County, California",1150,249
1500000US060374034082,060374034082,"Block Group 2, Census Tract 4034.08, Los Angeles County, California",984,212
1500000US060374034083,060374034083,"Block Group 3, Census Tract 4034.08, Los Angeles County, California",1889,274
1500000US060374034084,060374034084,"Block Group 4, Census Tract 4034.08, Los Angeles County, California",1081,272
1500000US060374034085,060374034085,"Block Group 5, Census Tract 4034.08, Los Angeles County, California",1232,253
1500000US060374035001,060374035001,"Block Group 1, Census Tract 4035, Los Angeles County, California",1714,149
1500000US060374036001,060374036001,"Block Group 1, Census Tract 4036, Los Angeles County, California",2614,563
1500000US060374036002,060374036002,"Block Group 2, Census Tract 4036, Los Angeles County, California",410,232
1500000US060374036003,060374036003,"Block Group 3, Census Tract 4036, Los Angeles County, California",1475,412
1500000US060374036004,060374036004,"Block Group 4, Census Tract 4036, Los Angeles County, California",2450,488
1500000US060374037021,060374037021,"Block Group 1, Census Tract 4037.02, Los Angeles County, California",1685,330
1500000US060374037022,060374037022,"Block Group 2, Census Tract 4037.02, Los Angeles County, California",1855,305
1500000US060374037031,060374037031,"Block Group 1, Census Tract 4037.03, Los Angeles County, California",1984,332
1500000US060374037032,060374037032,"Block Group 2, Census Tract 4037.03, Los Angeles County, California",2048,294
1500000US060374037033,060374037033,"Block Group 3, Census Tract 4037.03, Los Angeles County, California",618,149
1500000US060374037211,060374037211,"Block Group 1, Census Tract 4037.21, Los Angeles County, California",1343,480
1500000US060374037212,060374037212,"Block Group 2, Census Tract 4037.21, Los Angeles County, California",1477,330
1500000US060374037213,060374037213,"Block Group 3, Census Tract 4037.21, Los Angeles County, California",1327,451
1500000US060374037214,060374037214,"Block Group 4, Census Tract 4037.21, Los Angeles County, California",844,224
1500000US060374037221,060374037221,"Block Group 1, Census Tract 4037.22, Los Angeles County, California",2635,398
1500000US060374037222,060374037222,"Block Group 2, Census Tract 4037.22, Los Angeles County, California",569,188
1500000US060374037223,060374037223,"Block Group 3, Census Tract 4037.22, Los Angeles County, California",2382,414
1500000US060374038011,060374038011,"Block Group 1, Census Tract 4038.01, Los Angeles County, California",2237,364
1500000US060374038012,060374038012,"Block Group 2, Census Tract 4038.01, Los Angeles County, California",1387,421
