GEOID,SUMLEVEL,SUMLEVEL,ST,COUNTY,BLKGRP,B01003_001E,Total,WhiteAlone,BlackOrAfricanAmerican,AmericanIndian,AsianAlone,NativeHawiian,OtherRaceAlone,TwoOrMore,COMPONENT,NAME,STUSAB,BTTR,BTBG,TRACT
15000US060374076024,150,150,6,37,4,730,730,557,13,25,8,0,127,0,0,"Block Group 4, Census Tract 4076.02, Los Angeles County, California",CA,null,null,407602
15000US060374077011,150,150,6,37,1,1938,1938,1341,0,112,206,0,184,95,0,"Block Group 1, Census Tract 4077.01, Los Angeles County, California",CA,null,null,407701
15000US060374077012,150,150,6,37,2,1882,1882,1216,201,0,249,0,152,64,0,"Block Group 2, Census Tract 4077.01, Los Angeles County, California",CA,null,null,407701
15000US060374077013,150,150,6,37,3,1198,1198,638,114,0,22,0,375,49,0,"Block Group 3, Census Tract 4077.01, Los Angeles County, California",CA,null,null,407701
15000US060374077021,150,150,6,37,1,3020,3020,1881,27,18,428,0,608,58,0,"Block Group 1, Census Tract 4077.02, Los Angeles County, California",CA,null,null,407702
15000US060374077022,150,150,6,37,2,1494,1494,799,59,77,135,0,355,69,0,"Block Group 2, Census Tract 4077.02, Los Angeles County, California",CA,null,null,407702
15000US060374077023,150,150,6,37,3,1984,1984,1116,27,0,323,0,518,0,0,"Block Group 3, Census Tract 4077.02, Los Angeles County, California",CA,null,null,407702
15000US060374078011,150,150,6,37,1,1382,1382,814,9,0,255,0,240,64,0,"Block Group 1, Census Tract 4078.01, Los Angeles County, California",CA,null,null,407801
15000US060374078012,150,150,6,37,2,2001,2001,752,61,0,407,0,714,67,0,"Block Group 2, Census Tract 4078.01, Los Angeles County, California",CA,null,null,407801
15000US060374078013,150,150,6,37,3,1492,1492,1061,0,23,186,0,169,53,0,"Block Group 3, Census Tract 4078.01, Los Angeles County, California",CA,null,null,407801
15000US060374078021,150,150,6,37,1,1895,1895,1150,2,0,289,0,406,48,0,"Block Group 1, Census Tract 4078.02, Los Angeles County, California",CA,null,null,407802
15000US060374078022,150,150,6,37,2,1714,1714,1116,26,0,121,0,420,31,0,"Block Group 2, Census Tract 4078.02, Los Angeles County, California",CA,null,null,407802
15000US060374079001,150,150,6,37,1,5293,5293,2452,120,33,992,0,1515,181,0,"Block Group 1, Census Tract 4079, Los Angeles County, California",CA,null,null,407900
15000US060374079002,150,150,6,37,2,1026,1026,466,56,7,128,0,358,11,0,"Block Group 2, Census Tract 4079, Los Angeles County, California",CA,null,null,407900
15000US060374080031,150,150,6,37,1,2121,2121,1684,0,0,45,0,392,0,0,"Block Group 1, Census Tract 4080.03, Los Angeles County, California",CA,null,null,408003
15000US060374080032,150,150,6,37,2,2730,2730,1161,114,32,1277,0,139,7,0,"Block Group 2, Census Tract 4080.03, Los Angeles County, California",CA,null,null,408003
15000US060374080041,150,150,6,37,1,2533,2533,707,122,0,898,0,557,249,0,"Block Group 1, Census Tract 4080.04, Los Angeles County, California",CA,null,null,408004
15000US060374080051,150,150,6,37,1,1419,1419,587,60,9,470,0,267,26,0,"Block Group 1, Census Tract 4080.05, Los Angeles County, California",CA,null,null,408005
15000US060374080052,150,150,6,37,2,1476,1476,350,249,1,387,0,432,57,0,"Block Group 2, Census Tract 4080.05, Los Angeles County, California",CA,null,null,408005
15000US060374080053,150,150,6,37,3,1938,1938,387,127,0,768,0,519,137,0,"Block Group 3, Census Tract 4080.05, Los Angeles County, California",CA,null,null,408005
15000US060374080061,150,150,6,37,1,3769,3769,970,525,0,1463,0,675,136,0,"Block Group 1, Census Tract 4080.06, Los Angeles County, California",CA,null,null,408006
15000US060374081331,150,150,6,37,1,1659,1659,505,127,0,816,0,171,40,0,"Block Group 1, Census Tract 4081.33, Los Angeles County, California",CA,null,null,408133
15000US060374081332,150,150,6,37,2,2499,2499,284,54,9,586,0,1347,219,0,"Block Group 2, Census Tract 4081.33, Los Angeles County, California",CA,null,null,408133
15000US060374081333,150,150,6,37,3,1480,1480,361,47,0,655,0,363,54,0,"Block Group 3, Census Tract 4081.33, Los Angeles County, California",CA,null,null,408133
15000US060374081341,150,150,6,37,1,2546,2546,695,251,0,1246,0,222,132,0,"Block Group 1, Census Tract 4081.34, Los Angeles County, California",CA,null,null,408134
15000US060374081351,150,150,6,37,1,3655,3655,365,354,10,1728,0,1148,50,0,"Block Group 1, Census Tract 4081.35, Los Angeles County, California",CA,null,null,408135
15000US060374081352,150,150,6,37,2,828,828,153,104,0,421,0,150,0,0,"Block Group 2, Census Tract 4081.35, Los Angeles County, California",CA,null,null,408135
15000US060374081361,150,150,6,37,1,1235,1235,504,76,74,496,0,74,11,0,"Block Group 1, Census Tract 4081.36, Los Angeles County, California",CA,null,null,408136
15000US060374081362,150,150,6,37,2,2296,2296,1011,0,0,731,0,171,383,0,"Block Group 2, Census Tract 4081.36, Los Angeles County, California",CA,null,null,408136
15000US060374081371,150,150,6,37,1,2827,2827,847,84,0,1283,0,569,44,0,"Block Group 1, Census Tract 4081.37, Los Angeles County, California",CA,null,null,408137
15000US060374081372,150,150,6,37,2,1514,1514,531,219,7,354,0,305,98,0,"Block Group 2, Census Tract 4081.37, Los Angeles County, California",CA,null,null,408137
15000US060374081381,150,150,6,37,1,1468,1468,1342,0,0,0,0,126,0,0,"Block Group 1, Census Tract 4081.38, Los Angeles County, California",CA,null,null,408138
15000US060374081382,150,150,6,37,2,4677,4677,3725,156,71,150,0,393,182,0,"Block Group 2, Census Tract 4081.38, Los Angeles County, California",CA,null,null,408138
15000US060374081391,150,150,6,37,1,1611,1611,1254,3,0,0,0,275,79,0,"Block Group 1, Census Tract 4081.39, Los Angeles County, California",CA,null,null,408139
15000US060374081392,150,150,6,37,2,2383,2383,1721,0,0,103,9,493,57,0,"Block Group 2, Census Tract 4081.39, Los Angeles County, California",CA,null,null,408139
15000US060374081401,150,150,6,37,1,2577,2577,1295,36,0,135,0,1065,46,0,"Block Group 1, Census Tract 4081.40, Los Angeles County, California",CA,null,null,408140
15000US060374081402,150,150,6,37,2,1094,1094,729,0,0,11,0,331,23,0,"Block Group 2, Census Tract 4081.40, Los Angeles County, California",CA,null,null,408140
15000US060374081411,150,150,6,37,1,4423,4423,3080,81,12,482,17,591,160,0,"Block Group 1, Census Tract 4081.41, Los Angeles County, California",CA,null,null,408141
15000US060374081412,150,150,6,37,2,664,664,243,0,68,54,0,275,24,0,"Block Group 2, Census Tract 4081.41, Los Angeles County, California",CA,null,null,408141
15000US060374082021,150,150,6,37,1,1182,1182,420,0,7,67,0,578,110,0,"Block Group 1, Census Tract 4082.02, Los Angeles County, California",CA,null,null,408202
15000US060374082022,150,150,6,37,2,885,885,425,25,6,112,0,258,59,0,"Block Group 2, Census Tract 4082.02, Los Angeles County, California",CA,null,null,408202
15000US060374082111,150,150,6,37,1,1805,1805,259,2,0,945,0,584,15,0,"Block Group 1, Census Tract 4082.11, Los Angeles County, California",CA,null,null,408211
15000US060374082112,150,150,6,37,2,2990,2990,828,0,0,1423,0,640,99,0,"Block Group 2, Census Tract 4082.11, Los Angeles County, California",CA,null,null,408211
15000US060374082113,150,150,6,37,3,1476,1476,547,50,0,720,0,109,50,0,"Block Group 3, Census Tract 4082.11, Los Angeles County, California",CA,null,null,408211
15000US060374082121,150,150,6,37,1,2584,2584,671,1,0,1727,60,63,62,0,"Block Group 1, Census Tract 4082.12, Los Angeles County, California",CA,null,null,408212
15000US060374082122,150,150,6,37,2,2337,2337,665,0,14,1000,0,609,49,0,"Block Group 2, Census Tract 4082.12, Los Angeles County, California",CA,null,null,408212
15000US060374083011,150,150,6,37,1,4532,4532,2064,0,0,444,0,1864,160,0,"Block Group 1, Census Tract 4083.01, Los Angeles County, California",CA,null,null,408301
15000US060374083012,150,150,6,37,2,476,476,334,0,0,0,0,119,23,0,"Block Group 2, Census Tract 4083.01, Los Angeles County, California",CA,null,null,408301
15000US060374083021,150,150,6,37,1,3750,3750,1878,56,0,401,0,1350,65,0,"Block Group 1, Census Tract 4083.02, Los Angeles County, California",CA,null,null,408302
15000US060374083031,150,150,6,37,1,4198,4198,2025,27,8,497,0,1600,41,0,"Block Group 1, Census Tract 4083.03, Los Angeles County, California",CA,null,null,408303
15000US060374084011,150,150,6,37,1,1671,1671,1354,22,8,206,0,45,36,0,"Block Group 1, Census Tract 4084.01, Los Angeles County, California",CA,null,null,408401
15000US060374084012,150,150,6,37,2,3297,3297,1812,12,0,452,17,694,310,0,"Block Group 2, Census Tract 4084.01, Los Angeles County, California",CA,null,null,408401
15000US060374084021,150,150,6,37,1,1456,1456,911,60,0,226,0,149,110,0,"Block Group 1, Census Tract 4084.02, Los Angeles County, California",CA,null,null,408402
15000US060374084022,150,150,6,37,2,1352,1352,342,0,15,817,38,140,0,0,"Block Group 2, Census Tract 4084.02, Los Angeles County, California",CA,null,null,408402
15000US060374084023,150,150,6,37,3,2617,2617,1911,107,0,300,0,194,105,0,"Block Group 3, Census Tract 4084.02, Los Angeles County, California",CA,null,null,408402
15000US060374085011,150,150,6,37,1,3278,3278,2240,22,25,419,49,436,87,0,"Block Group 1, Census Tract 4085.01, Los Angeles County, California",CA,null,null,408501
15000US060374085031,150,150,6,37,1,1426,1426,938,0,0,379,0,72,37,0,"Block Group 1, Census Tract 4085.03, Los Angeles County, California",CA,null,null,408503
15000US060374085032,150,150,6,37,2,999,999,427,11,0,444,0,85,32,0,"Block Group 2, Census Tract 4085.03, Los Angeles County, California",CA,null,null,408503
15000US060374085033,150,150,6,37,3,3896,3896,1522,16,19,1991,0,264,84,0,"Block Group 3, Census Tract 4085.03, Los Angeles County, California",CA,null,null,408503
15000US060374085041,150,150,6,37,1,1793,1793,1163,0,0,495,0,135,0,0,"Block Group 1, Census Tract 4085.04, Los Angeles County, California",CA,null,null,408504
15000US060374085042,150,150,6,37,2,2231,2231,1227,0,0,717,0,287,0,0,"Block Group 2, Census Tract 4085.04, Los Angeles County, California",CA,null,null,408504
15000US060374085043,150,150,6,37,3,1140,1140,794,0,12,171,0,81,82,0,"Block Group 3, Census Tract 4085.04, Los Angeles County, California",CA,null,null,408504
15000US060374085051,150,150,6,37,1,1525,1525,760,2,66,393,38,214,52,0,"Block Group 1, Census Tract 4085.05, Los Angeles County, California",CA,null,null,408505
15000US060374085052,150,150,6,37,2,1397,1397,725,23,0,462,7,141,39,0,"Block Group 2, Census Tract 4085.05, Los Angeles County, California",CA,null,null,408505
15000US060374086231,150,150,6,37,1,3128,3128,1081,29,22,1627,6,292,71,0,"Block Group 1, Census Tract 4086.23, Los Angeles County, California",CA,null,null,408623
15000US060374086241,150,150,6,37,1,2536,2536,670,23,0,1614,0,186,43,0,"Block Group 1, Census Tract 4086.24, Los Angeles County, California",CA,null,null,408624
15000US060374086242,150,150,6,37,2,982,982,475,1,0,349,0,157,0,0,"Block Group 2, Census Tract 4086.24, Los Angeles County, California",CA,null,null,408624
15000US060374086251,150,150,6,37,1,815,815,409,0,0,406,0,0,0,0,"Block Group 1, Census Tract 4086.25, Los Angeles County, California",CA,null,null,408625
15000US060374086252,150,150,6,37,2,1466,1466,512,0,24,702,0,210,18,0,"Block Group 2, Census Tract 4086.25, Los Angeles County, California",CA,null,null,408625
15000US060374086253,150,150,6,37,3,1793,1793,890,0,0,725,0,161,17,0,"Block Group 3, Census Tract 4086.25, Los Angeles County, California",CA,null,null,408625
15000US060374086261,150,150,6,37,1,1467,1467,416,15,6,957,0,49,24,0,"Block Group 1, Census Tract 4086.26, Los Angeles County, California",CA,null,null,408626
15000US060374086262,150,150,6,37,2,1702,1702,226,0,0,1366,0,91,19,0,"Block Group 2, Census Tract 4086.26, Los Angeles County, California",CA,null,null,408626
15000US060374086263,150,150,6,37,3,1594,1594,326,0,0,1138,0,130,0,0,"Block Group 3, Census Tract 4086.26, Los Angeles County, California",CA,null,null,408626
15000US060374086271,150,150,6,37,1,1950,1950,643,13,0,1262,10,8,14,0,"Block Group 1, Census Tract 4086.27, Los Angeles County, California",CA,null,null,408627
15000US060374086272,150,150,6,37,2,939,939,227,0,0,581,0,84,47,0,"Block Group 2, Census Tract 4086.27, Los Angeles County, California",CA,null,null,408627
15000US060374086281,150,150,6,37,1,1829,1829,802,20,0,976,0,0,31,0,"Block Group 1, Census Tract 4086.28, Los Angeles County, California",CA,null,null,408628
15000US060374086282,150,150,6,37,2,1707,1707,302,8,13,1315,9,25,35,0,"Block Group 2, Census Tract 4086.28, Los Angeles County, California",CA,null,null,408628
15000US060374086283,150,150,6,37,3,1784,1784,293,0,22,1380,82,7,0,0,"Block Group 3, Census Tract 4086.28, Los Angeles County, California",CA,null,null,408628
15000US060374086291,150,150,6,37,1,1612,1612,525,114,10,921,0,6,36,0,"Block Group 1, Census Tract 4086.29, Los Angeles County, California",CA,null,null,408629
15000US060374086292,150,150,6,37,2,1337,1337,333,8,0,838,0,78,80,0,"Block Group 2, Census Tract 4086.29, Los Angeles County, California",CA,null,null,408629
15000US060374086301,150,150,6,37,1,938,938,647,0,0,195,0,96,0,0,"Block Group 1, Census Tract 4086.30, Los Angeles County, California",CA,null,null,408630
15000US060374086302,150,150,6,37,2,1768,1768,901,0,0,323,0,528,16,0,"Block Group 2, Census Tract 4086.30, Los Angeles County, California",CA,null,null,408630
15000US060374086311,150,150,6,37,1,3235,3235,1834,39,0,867,0,425,70,0,"Block Group 1, Census Tract 4086.31, Los Angeles County, California",CA,null,null,408631
15000US060374086312,150,150,6,37,2,1590,1590,1025,0,0,433,0,83,49,0,"Block Group 2, Census Tract 4086.31, Los Angeles County, California",CA,null,null,408631
15000US060374086313,150,150,6,37,3,530,530,185,0,0,182,0,163,0,0,"Block Group 3, Census Tract 4086.31, Los Angeles County, California",CA,null,null,408631
15000US060374087031,150,150,6,37,1,2668,2668,630,25,0,1803,0,187,23,0,"Block Group 1, Census Tract 4087.03, Los Angeles County, California",CA,null,null,408703
15000US060374087032,150,150,6,37,2,4205,4205,373,0,0,3756,0,21,55,0,"Block Group 2, Census Tract 4087.03, Los Angeles County, California",CA,null,null,408703
15000US060374087041,150,150,6,37,1,3205,3205,869,56,10,1793,0,362,115,0,"Block Group 1, Census Tract 4087.04, Los Angeles County, California",CA,null,null,408704
15000US060374087051,150,150,6,37,1,1421,1421,274,7,0,816,0,290,34,0,"Block Group 1, Census Tract 4087.05, Los Angeles County, California",CA,null,null,408705
15000US060374087052,150,150,6,37,2,2492,2492,534,2,26,1535,0,338,57,0,"Block Group 2, Census Tract 4087.05, Los Angeles County, California",CA,null,null,408705
15000US060374087053,150,150,6,37,3,1536,1536,317,32,0,934,8,130,115,0,"Block Group 3, Census Tract 4087.05, Los Angeles County, California",CA,null,null,408705
15000US060374087061,150,150,6,37,1,1936,1936,624,8,0,1203,0,19,82,0,"Block Group 1, Census Tract 4087.06, Los Angeles County, California",CA,null,null,408706
15000US060374087221,150,150,6,37,1,2075,2075,535,18,31,1134,0,355,2,0,"Block Group 1, Census Tract 4087.22, Los Angeles County, California",CA,null,null,408722
15000US060374087222,150,150,6,37,2,2459,2459,884,10,50,1058,0,363,94,0,"Block Group 2, Census Tract 4087.22, Los Angeles County, California",CA,null,null,408722
15000US060374087231,150,150,6,37,1,2875,2875,640,0,0,1798,0,392,45,0,"Block Group 1, Census Tract 4087.23, Los Angeles County, California",CA,null,null,408723
15000US060374087241,150,150,6,37,1,1357,1357,318,20,0,444,17,546,12,0,"Block Group 1, Census Tract 4087.24, Los Angeles County, California",CA,null,null,408724
15000US060374087242,150,150,6,37,2,3837,3837,408,0,0,1043,52,2208,126,0,"Block Group 2, Census Tract 4087.24, Los Angeles County, California",CA,null,null,408724
15000US060374088001,150,150,6,37,1,1282,1282,600,0,13,105,0,518,46,0,"Block Group 1, Census Tract 4088, Los Angeles County, California",CA,null,null,408800
15000US060374088002,150,150,6,37,2,1523,1523,976,157,35,84,0,224,47,0,"Block Group 2, Census Tract 4088, Los Angeles County, California",CA,null,null,408800
15000US060374088003,150,150,6,37,3,950,950,366,234,8,241,0,57,44,0,"Block Group 3, Census Tract 4088, Los Angeles County, California",CA,null,null,408800
15000US060374300021,150,150,6,37,1,1471,1471,743,195,0,103,0,340,90,0,"Block Group 1, Census Tract 4300.02, Los Angeles County, California",CA,null,null,430002
15000US060374300022,150,150,6,37,2,860,860,654,0,0,199,0,7,0,0,"Block Group 2, Census Tract 4300.02, Los Angeles County, California",CA,null,null,430002
15000US060374300023,150,150,6,37,3,855,855,556,101,0,39,0,144,15,0,"Block Group 3, Census Tract 4300.02, Los Angeles County, California",CA,null,null,430002
15000US060374300024,150,150,6,37,4,1291,1291,717,21,0,318,0,142,93,0,"Block Group 4, Census Tract 4300.02, Los Angeles County, California",CA,null,null,430002
15000US060374300025,150,150,6,37,5,2416,2416,1310,139,0,829,0,42,96,0,"Block Group 5, Census Tract 4300.02, Los Angeles County, California",CA,null,null,430002
15000US060374300031,150,150,6,37,1,661,661,372,72,0,185,0,0,32,0,"Block Group 1, Census Tract 4300.03, Los Angeles County, California",CA,null,null,430003
15000US060374300032,150,150,6,37,2,3439,3439,2013,129,0,1037,12,154,94,0,"Block Group 2, Census Tract 4300.03, Los Angeles County, California",CA,null,null,430003
15000US060374300033,150,150,6,37,3,0,0,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 4300.03, Los Angeles County, California",CA,null,null,430003
15000US060374300034,150,150,6,37,4,498,498,306,12,0,111,0,32,37,0,"Block Group 4, Census Tract 4300.03, Los Angeles County, California",CA,null,null,430003
15000US060374301011,150,150,6,37,1,2215,2215,1171,171,64,238,0,471,100,0,"Block Group 1, Census Tract 4301.01, Los Angeles County, California",CA,null,null,430101
15000US060374301012,150,150,6,37,2,735,735,234,254,0,241,0,0,6,0,"Block Group 2, Census Tract 4301.01, Los Angeles County, California",CA,null,null,430101
15000US060374301013,150,150,6,37,3,723,723,382,0,11,139,0,143,48,0,"Block Group 3, Census Tract 4301.01, Los Angeles County, California",CA,null,null,430101
15000US060374301014,150,150,6,37,4,1326,1326,784,62,0,143,0,317,20,0,"Block Group 4, Census Tract 4301.01, Los Angeles County, California",CA,null,null,430101
15000US060374301021,150,150,6,37,1,1637,1637,582,148,0,190,0,696,21,0,"Block Group 1, Census Tract 4301.02, Los Angeles County, California",CA,null,null,430102
15000US060374301022,150,150,6,37,2,1561,1561,564,6,17,0,0,965,9,0,"Block Group 2, Census Tract 4301.02, Los Angeles County, California",CA,null,null,430102
15000US060374301023,150,150,6,37,3,1811,1811,959,35,0,140,0,620,57,0,"Block Group 3, Census Tract 4301.02, Los Angeles County, California",CA,null,null,430102
15000US060374302001,150,150,6,37,1,1171,1171,768,22,4,287,0,49,41,0,"Block Group 1, Census Tract 4302, Los Angeles County, California",CA,null,null,430200
15000US060374303011,150,150,6,37,1,955,955,789,0,0,53,0,59,54,0,"Block Group 1, Census Tract 4303.01, Los Angeles County, California",CA,null,null,430301
15000US060374303012,150,150,6,37,2,0,0,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 4303.01, Los Angeles County, California",CA,null,null,430301
15000US060374303013,150,150,6,37,3,1281,1281,1132,7,0,86,0,0,56,0,"Block Group 3, Census Tract 4303.01, Los Angeles County, California",CA,null,null,430301
15000US060374303014,150,150,6,37,4,2224,2224,1748,12,7,362,0,38,57,0,"Block Group 4, Census Tract 4303.01, Los Angeles County, California",CA,null,null,430301
15000US060374303021,150,150,6,37,1,1169,1169,944,102,0,0,0,54,69,0,"Block Group 1, Census Tract 4303.02, Los Angeles County, California",CA,null,null,430302
15000US060374303022,150,150,6,37,2,2057,2057,1505,92,0,180,0,255,25,0,"Block Group 2, Census Tract 4303.02, Los Angeles County, California",CA,null,null,430302
15000US060374303023,150,150,6,37,3,833,833,682,0,0,45,0,50,56,0,"Block Group 3, Census Tract 4303.02, Los Angeles County, California",CA,null,null,430302
15000US060374303024,150,150,6,37,4,1353,1353,724,48,0,210,0,346,25,0,"Block Group 4, Census Tract 4303.02, Los Angeles County, California",CA,null,null,430302
15000US060374303025,150,150,6,37,5,636,636,506,0,0,30,0,36,64,0,"Block Group 5, Census Tract 4303.02, Los Angeles County, California",CA,null,null,430302
15000US060374304001,150,150,6,37,1,1700,1700,641,7,0,981,0,40,31,0,"Block Group 1, Census Tract 4304, Los Angeles County, California",CA,null,null,430400
15000US060374304002,150,150,6,37,2,508,508,342,0,0,166,0,0,0,0,"Block Group 2, Census Tract 4304, Los Angeles County, California",CA,null,null,430400
15000US060374304003,150,150,6,37,3,966,966,419,49,0,320,0,88,90,0,"Block Group 3, Census Tract 4304, Los Angeles County, California",CA,null,null,430400
15000US060374304004,150,150,6,37,4,1634,1634,427,13,0,1010,0,79,105,0,"Block Group 4, Census Tract 4304, Los Angeles County, California",CA,null,null,430400
15000US060374305011,150,150,6,37,1,1015,1015,891,0,0,105,0,0,19,0,"Block Group 1, Census Tract 4305.01, Los Angeles County, California",CA,null,null,430501
15000US060374305012,150,150,6,37,2,1430,1430,1079,9,0,117,0,194,31,0,"Block Group 2, Census Tract 4305.01, Los Angeles County, California",CA,null,null,430501
15000US060374305013,150,150,6,37,3,632,632,565,0,0,8,0,29,30,0,"Block Group 3, Census Tract 4305.01, Los Angeles County, California",CA,null,null,430501
15000US060374305014,150,150,6,37,4,1404,1404,888,9,0,264,0,177,66,0,"Block Group 4, Census Tract 4305.01, Los Angeles County, California",CA,null,null,430501
15000US060374305021,150,150,6,37,1,660,660,517,42,0,101,0,0,0,0,"Block Group 1, Census Tract 4305.02, Los Angeles County, California",CA,null,null,430502
15000US060374305022,150,150,6,37,2,2029,2029,1342,0,0,243,0,370,74,0,"Block Group 2, Census Tract 4305.02, Los Angeles County, California",CA,null,null,430502
15000US060374305023,150,150,6,37,3,1392,1392,1237,25,0,65,0,25,40,0,"Block Group 3, Census Tract 4305.02, Los Angeles County, California",CA,null,null,430502
15000US060374305024,150,150,6,37,4,487,487,400,14,0,13,0,0,60,0,"Block Group 4, Census Tract 4305.02, Los Angeles County, California",CA,null,null,430502
15000US060374305025,150,150,6,37,5,875,875,587,15,14,173,0,72,14,0,"Block Group 5, Census Tract 4305.02, Los Angeles County, California",CA,null,null,430502
15000US060374305026,150,150,6,37,6,1059,1059,900,0,0,104,0,38,17,0,"Block Group 6, Census Tract 4305.02, Los Angeles County, California",CA,null,null,430502
15000US060374306001,150,150,6,37,1,713,713,322,0,0,307,0,72,12,0,"Block Group 1, Census Tract 4306, Los Angeles County, California",CA,null,null,430600
15000US060374306002,150,150,6,37,2,1155,1155,556,28,0,405,0,115,51,0,"Block Group 2, Census Tract 4306, Los Angeles County, California",CA,null,null,430600
15000US060374306003,150,150,6,37,3,927,927,361,0,0,533,0,0,33,0,"Block Group 3, Census Tract 4306, Los Angeles County, California",CA,null,null,430600
15000US060374306004,150,150,6,37,4,1871,1871,946,0,0,727,14,151,33,0,"Block Group 4, Census Tract 4306, Los Angeles County, California",CA,null,null,430600
15000US060374307011,150,150,6,37,1,1287,1287,581,0,0,487,0,128,91,0,"Block Group 1, Census Tract 4307.01, Los Angeles County, California",CA,null,null,430701
15000US060374307012,150,150,6,37,2,1848,1848,679,95,0,855,0,159,60,0,"Block Group 2, Census Tract 4307.01, Los Angeles County, California",CA,null,null,430701
15000US060374307013,150,150,6,37,3,900,900,285,0,0,598,0,0,17,0,"Block Group 3, Census Tract 4307.01, Los Angeles County, California",CA,null,null,430701
15000US060374307014,150,150,6,37,4,1223,1223,714,0,8,434,0,24,43,0,"Block Group 4, Census Tract 4307.01, Los Angeles County, California",CA,null,null,430701
15000US060374307211,150,150,6,37,1,1049,1049,434,5,0,434,0,175,1,0,"Block Group 1, Census Tract 4307.21, Los Angeles County, California",CA,null,null,430721
15000US060374307212,150,150,6,37,2,1731,1731,438,17,0,1130,0,73,73,0,"Block Group 2, Census Tract 4307.21, Los Angeles County, California",CA,null,null,430721
15000US060374307213,150,150,6,37,3,452,452,265,0,0,147,0,40,0,0,"Block Group 3, Census Tract 4307.21, Los Angeles County, California",CA,null,null,430721
15000US060374307231,150,150,6,37,1,1764,1764,504,0,13,1209,0,12,26,0,"Block Group 1, Census Tract 4307.23, Los Angeles County, California",CA,null,null,430723
15000US060374307232,150,150,6,37,2,2332,2332,389,0,0,1685,65,174,19,0,"Block Group 2, Census Tract 4307.23, Los Angeles County, California",CA,null,null,430723
15000US060374307241,150,150,6,37,1,3018,3018,521,22,10,2005,0,415,45,0,"Block Group 1, Census Tract 4307.24, Los Angeles County, California",CA,null,null,430724
15000US060374307242,150,150,6,37,2,2375,2375,605,133,0,1422,0,92,123,0,"Block Group 2, Census Tract 4307.24, Los Angeles County, California",CA,null,null,430724
15000US060374308011,150,150,6,37,1,578,578,228,0,0,291,0,59,0,0,"Block Group 1, Census Tract 4308.01, Los Angeles County, California",CA,null,null,430801
15000US060374308012,150,150,6,37,2,2541,2541,700,0,0,1734,0,92,15,0,"Block Group 2, Census Tract 4308.01, Los Angeles County, California",CA,null,null,430801
15000US060374308013,150,150,6,37,3,1608,1608,429,24,16,730,0,360,49,0,"Block Group 3, Census Tract 4308.01, Los Angeles County, California",CA,null,null,430801
15000US060374308014,150,150,6,37,4,1956,1956,543,0,0,1309,0,84,20,0,"Block Group 4, Census Tract 4308.01, Los Angeles County, California",CA,null,null,430801
15000US060374308021,150,150,6,37,1,578,578,291,0,0,229,0,0,58,0,"Block Group 1, Census Tract 4308.02, Los Angeles County, California",CA,null,null,430802
15000US060374308022,150,150,6,37,2,1724,1724,674,0,0,1009,0,0,41,0,"Block Group 2, Census Tract 4308.02, Los Angeles County, California",CA,null,null,430802
15000US060374308023,150,150,6,37,3,1050,1050,313,0,0,716,0,0,21,0,"Block Group 3, Census Tract 4308.02, Los Angeles County, California",CA,null,null,430802
15000US060374308024,150,150,6,37,4,1014,1014,218,0,0,785,0,0,11,0,"Block Group 4, Census Tract 4308.02, Los Angeles County, California",CA,null,null,430802
15000US060374308031,150,150,6,37,1,923,923,298,0,0,588,0,0,37,0,"Block Group 1, Census Tract 4308.03, Los Angeles County, California",CA,null,null,430803
15000US060374308032,150,150,6,37,2,1463,1463,342,0,0,978,0,143,0,0,"Block Group 2, Census Tract 4308.03, Los Angeles County, California",CA,null,null,430803
15000US060374308033,150,150,6,37,3,1273,1273,316,23,0,831,0,103,0,0,"Block Group 3, Census Tract 4308.03, Los Angeles County, California",CA,null,null,430803
15000US060374308034,150,150,6,37,4,1049,1049,566,0,0,416,7,0,60,0,"Block Group 4, Census Tract 4308.03, Los Angeles County, California",CA,null,null,430803
15000US060374308035,150,150,6,37,5,485,485,242,0,0,243,0,0,0,0,"Block Group 5, Census Tract 4308.03, Los Angeles County, California",CA,null,null,430803
15000US060374309011,150,150,6,37,1,1921,1921,826,44,11,476,0,455,109,0,"Block Group 1, Census Tract 4309.01, Los Angeles County, California",CA,null,null,430901
15000US060374309012,150,150,6,37,2,903,903,449,63,0,63,0,209,119,0,"Block Group 2, Census Tract 4309.01, Los Angeles County, California",CA,null,null,430901
15000US060374309013,150,150,6,37,3,1302,1302,426,66,0,146,0,622,42,0,"Block Group 3, Census Tract 4309.01, Los Angeles County, California",CA,null,null,430901
15000US060374309021,150,150,6,37,1,2643,2643,956,26,0,400,0,1192,69,0,"Block Group 1, Census Tract 4309.02, Los Angeles County, California",CA,null,null,430902
15000US060374309022,150,150,6,37,2,1404,1404,557,167,27,383,0,186,84,0,"Block Group 2, Census Tract 4309.02, Los Angeles County, California",CA,null,null,430902
15000US060374309023,150,150,6,37,3,462,462,319,25,0,118,0,0,0,0,"Block Group 3, Census Tract 4309.02, Los Angeles County, California",CA,null,null,430902
15000US060374310011,150,150,6,37,1,536,536,441,0,0,21,0,74,0,0,"Block Group 1, Census Tract 4310.01, Los Angeles County, California",CA,null,null,431001
