GEOID,SUMLEVEL,ST,COUNTY,BLKGRP,Total,Male,MaleUnder5Yrs,Male5to9Yrs,Male10to14Yrs,Male15to17Yrs,Male18to19Yrs,Male20Yrs,Male21Yrs,Male22to24Yrs,Male25to29Yrs,Male30to34Yrs,Male35to39Yrs,Male40to44Yrs,Male45to49Yrs,Male50to54Yrs,Male55to59Yrs,Male60to61Yrs,Male62to64Yrs,Male65to66Yrs,Male67to69Yrs,Male70to74Yrs,Male75to79Yrs,Male80to84Yrs,Male85YrsOrOver,Female,FemaleUnder5Yrs,Female5to9Yrs,Female10to14Yrs,Female15to17Yrs,Female18to19Yrs,Female20Yrs,Female21Yrs,Female22to24Yrs,Female25to29Yrs,Female30to34Yrs,Female35to39Yrs,Female40to44Yrs,Female45to49Yrs,Female50to54Yrs,Female55to59Yrs,Female60to61Yrs,Female62to64Yrs,Female65to66Yrs,Female67to69Yrs,Female70to74Yrs,Female75to79Yrs,Female80to84Yrs,Female85YrsOrOver,COMPONENT,TRACT
15000US060372378003,150,6,37,3,1063,556,104,30,43,19,23,0,0,73,0,52,52,0,34,35,27,0,5,7,10,0,23,19,0,507,31,48,0,0,0,0,0,66,53,84,0,49,0,89,34,0,7,0,0,9,27,10,0,0,237800
15000US060372378004,150,6,37,4,913,463,50,12,20,20,0,0,0,27,17,113,39,0,19,61,43,0,0,0,0,0,42,0,0,450,42,5,43,11,12,0,0,0,50,28,7,20,45,0,45,1,28,14,26,19,10,0,44,0,237800
15000US060372379001,150,6,37,1,649,277,8,40,8,8,15,18,0,10,0,7,22,21,43,11,20,11,0,0,6,0,29,0,0,372,38,17,30,58,11,9,10,0,6,0,35,50,9,0,14,0,16,9,0,0,33,19,8,0,237900
15000US060372379002,150,6,37,2,1516,714,19,44,102,32,73,13,44,0,96,76,0,69,69,33,4,0,8,0,5,0,8,19,0,802,0,37,178,35,32,0,0,38,29,31,67,77,28,90,61,0,18,44,0,0,26,11,0,0,237900
15000US060372379003,150,6,37,3,664,310,36,12,7,7,11,17,11,0,0,6,0,31,20,60,17,0,9,12,0,0,41,7,6,354,14,0,50,11,0,0,19,19,0,15,0,20,27,58,7,0,9,0,0,31,37,15,22,0,237900
15000US060372379004,150,6,37,4,909,435,9,41,0,28,0,0,0,31,11,44,35,73,52,9,41,6,9,0,6,17,0,12,11,474,0,47,8,30,0,0,0,8,21,11,36,41,0,125,66,0,23,9,8,0,24,0,17,0,237900
15000US060372380001,150,6,37,1,419,111,0,0,15,0,0,0,0,0,0,0,41,14,0,0,10,17,0,0,14,0,0,0,0,308,0,0,42,28,0,0,0,0,20,0,17,14,0,25,92,0,0,0,0,18,0,52,0,0,238000
15000US060372380002,150,6,37,2,836,306,0,42,29,43,0,48,0,0,0,28,0,55,29,18,0,0,14,0,0,0,0,0,0,530,7,48,47,61,0,0,38,0,0,50,78,40,30,28,21,15,14,0,0,0,12,41,0,0,238000
15000US060372380003,150,6,37,3,793,393,13,0,23,33,12,0,2,83,0,12,0,22,35,0,20,65,16,0,34,0,0,0,23,400,0,0,63,17,17,0,0,0,0,0,0,47,0,20,127,0,19,0,14,0,26,24,26,0,238000
15000US060372380004,150,6,37,4,1270,509,0,11,0,91,0,0,0,0,94,0,0,0,151,0,15,48,0,0,28,71,0,0,0,761,58,0,84,31,0,0,0,56,42,62,91,60,25,167,0,14,0,0,27,22,22,0,0,0,238000
15000US060372380005,150,6,37,5,1114,479,0,0,24,0,24,0,0,29,70,5,23,53,0,32,108,0,25,0,33,19,0,34,0,635,13,16,53,14,0,0,0,14,69,30,22,15,62,60,61,15,0,0,89,16,15,71,0,0,238000
15000US060372380006,150,6,37,6,1272,618,91,173,26,25,26,0,0,25,13,13,50,0,63,13,77,22,0,0,0,1,0,0,0,654,0,0,80,93,0,43,0,0,107,18,63,0,61,28,41,21,19,18,0,16,0,45,1,0,238000
15000US060372381001,150,6,37,1,1644,735,46,119,54,75,15,0,0,10,34,14,131,42,33,42,22,0,49,0,16,11,22,0,0,909,30,73,45,16,29,0,0,20,55,123,71,46,57,83,38,8,10,0,10,71,61,53,10,0,238100
15000US060372381002,150,6,37,2,1856,777,8,63,98,45,41,35,36,38,59,9,22,22,56,136,24,33,0,7,0,19,0,0,26,1079,96,28,100,95,17,37,43,30,84,89,56,45,62,61,104,0,77,0,0,0,23,22,10,0,238100
15000US060372381003,150,6,37,3,467,196,0,0,28,0,0,0,0,0,27,0,0,8,0,42,0,9,0,10,20,13,9,18,12,271,0,8,0,28,7,0,0,23,36,0,0,9,46,0,24,30,0,0,0,10,21,8,21,0,238100
15000US060372381004,150,6,37,4,1099,473,63,17,41,34,36,0,0,9,0,10,9,66,14,51,34,27,17,10,0,15,0,13,7,626,0,52,41,70,7,0,11,24,0,0,42,73,25,91,32,0,33,9,26,75,15,0,0,0,238100
15000US060372382001,150,6,37,1,1120,366,0,65,43,0,0,30,0,0,30,7,21,1,0,54,10,70,0,0,9,18,8,0,0,754,0,67,114,0,0,0,0,0,57,48,47,112,28,40,32,42,29,28,45,23,0,0,42,0,238200
15000US060372382002,150,6,37,2,1291,556,36,86,45,24,20,32,0,32,0,25,42,38,0,24,18,0,26,14,30,10,10,0,44,735,0,76,36,32,0,0,0,0,77,32,40,97,16,165,38,0,13,0,40,12,22,0,39,0,238200
15000US060372382003,150,6,37,3,991,448,0,56,46,38,32,0,0,25,0,19,0,0,36,69,15,28,0,0,0,0,21,63,0,543,21,40,60,0,0,0,0,0,47,79,0,11,79,74,39,18,0,0,0,8,21,25,21,0,238200
15000US060372382004,150,6,37,4,1831,698,128,98,44,15,23,0,0,51,0,126,20,0,0,98,0,24,0,23,6,0,32,10,0,1133,0,106,199,22,57,19,0,22,121,134,85,31,95,54,55,26,0,0,0,39,0,0,68,0,238200
15000US060372383101,150,6,37,1,2129,980,110,12,36,60,45,30,39,38,67,115,116,13,66,92,34,49,0,12,0,16,11,0,19,1149,145,110,107,29,33,9,16,120,102,76,51,30,77,77,32,32,40,0,0,35,0,0,28,0,238310
15000US060372383102,150,6,37,2,2437,1031,188,82,125,24,55,22,0,102,36,116,26,63,94,25,57,4,5,0,0,0,7,0,0,1406,108,185,154,108,74,13,10,75,86,90,111,75,136,17,57,8,17,0,21,22,14,25,0,0,238310
15000US060372383201,150,6,37,1,1536,742,54,101,89,26,14,8,0,8,8,18,57,91,69,83,29,35,0,0,0,18,34,0,0,794,80,12,39,141,18,28,17,0,57,41,76,70,41,73,28,0,20,0,0,0,23,0,30,0,238320
15000US060372383202,150,6,37,2,842,423,42,11,89,0,0,0,0,7,0,55,20,18,10,72,78,0,11,0,0,10,0,0,0,419,12,54,16,26,0,12,0,0,45,28,52,8,22,76,33,0,24,11,0,0,0,0,0,0,238320
15000US060372383203,150,6,37,3,859,442,14,53,24,14,50,3,0,23,84,35,21,25,67,8,0,9,12,0,0,0,0,0,0,417,68,56,23,17,0,11,0,20,19,38,65,0,20,30,13,0,0,10,0,0,0,27,0,0,238320
15000US060372384001,150,6,37,1,1324,469,69,18,16,41,0,0,34,59,0,50,20,48,0,33,21,0,0,8,0,26,26,0,0,855,0,137,49,0,38,0,0,18,34,37,71,43,101,129,16,0,8,0,12,99,0,63,0,0,238400
15000US060372384002,150,6,37,2,1349,669,13,24,26,30,59,0,0,25,9,59,21,33,25,28,128,30,39,35,19,8,51,7,0,680,0,12,36,0,44,0,0,0,0,62,47,11,8,76,64,72,49,82,11,26,0,10,70,0,238400
15000US060372384003,150,6,37,3,803,408,0,20,8,0,0,0,2,19,37,14,20,58,0,33,39,0,0,43,44,26,45,0,0,395,0,0,21,0,5,7,0,45,0,35,22,33,41,16,16,0,10,0,10,17,67,26,24,0,238400
15000US060372384004,150,6,37,4,1112,482,25,12,49,11,21,0,0,34,17,39,43,25,24,43,45,11,26,0,0,0,47,0,10,630,58,0,0,23,0,12,14,48,0,28,36,54,23,73,54,31,16,0,9,74,59,10,8,0,238400
15000US060372392011,150,6,37,1,1352,636,38,76,95,20,21,10,33,0,16,53,87,35,61,48,0,0,5,30,8,0,0,0,0,716,91,82,73,25,22,0,0,18,6,61,93,36,38,37,17,23,4,32,39,0,0,0,19,0,239201
15000US060372392012,150,6,37,2,997,498,22,89,28,41,19,0,24,58,52,0,31,60,48,10,4,0,12,0,0,0,0,0,0,499,59,3,38,18,16,18,10,82,36,27,22,43,19,4,34,10,9,0,15,31,0,5,0,0,239201
15000US060372392013,150,6,37,3,851,415,44,40,22,21,11,17,25,48,36,33,33,0,0,16,30,0,0,18,0,0,14,7,0,436,45,55,41,34,0,0,0,13,60,46,11,31,28,0,25,7,9,0,0,0,31,0,0,0,239201
15000US060372392021,150,6,37,1,2229,964,140,86,96,51,82,45,9,34,56,94,40,63,99,9,30,0,0,0,18,0,0,12,0,1265,230,118,174,46,74,65,64,25,65,37,105,86,34,49,47,0,34,0,0,0,12,0,0,0,239202
15000US060372392022,150,6,37,2,1159,563,94,85,28,13,0,0,0,12,95,26,60,35,10,51,26,0,0,0,28,0,0,0,0,596,48,52,36,19,17,9,35,63,81,44,16,19,44,37,40,8,20,0,8,0,0,0,0,0,239202
15000US060372392023,150,6,37,3,1579,834,55,42,72,44,48,0,9,31,110,34,18,75,64,54,95,0,46,29,0,0,8,0,0,745,34,32,70,22,42,0,11,29,30,106,22,43,45,83,84,10,29,0,0,53,0,0,0,0,239202
15000US060372393101,150,6,37,1,1069,483,11,73,6,0,12,54,13,51,28,8,43,56,11,50,13,10,4,14,14,0,8,4,0,586,75,77,45,18,7,0,19,21,49,25,57,8,56,37,31,0,13,0,12,6,17,0,13,0,239310
15000US060372393102,150,6,37,2,1763,961,85,56,72,33,44,0,17,101,177,68,73,45,84,15,30,15,22,0,0,16,0,8,0,802,78,102,105,64,29,0,14,56,32,77,36,30,8,67,30,8,0,0,6,11,7,7,35,0,239310
15000US060372393103,150,6,37,3,1334,521,101,8,51,45,28,7,9,23,13,28,16,56,24,42,5,9,8,0,22,0,26,0,0,813,71,69,140,22,33,0,33,13,56,135,78,26,28,9,25,8,4,14,0,32,17,0,0,0,239310
15000US060372393201,150,6,37,1,1514,718,69,25,64,38,54,44,38,40,22,37,89,0,73,38,9,4,0,0,13,14,26,21,0,796,85,41,97,30,7,32,0,40,59,92,63,72,69,40,8,5,24,0,0,0,24,0,8,0,239320
15000US060372393202,150,6,37,2,1928,1003,27,87,131,38,52,0,18,25,193,96,131,33,27,46,36,6,0,18,0,2,22,0,15,925,74,50,134,39,12,9,30,64,86,105,49,55,70,60,0,10,43,0,0,5,14,0,16,0,239320
15000US060372393301,150,6,37,1,1698,896,61,24,88,88,50,18,29,56,57,85,43,71,48,74,11,0,27,0,0,0,0,22,44,802,79,109,37,41,52,14,37,60,46,55,65,53,82,7,4,0,21,5,0,26,0,4,5,0,239330
15000US060372393302,150,6,37,2,1265,597,62,59,55,34,45,26,14,17,45,37,44,7,59,14,21,14,0,20,0,11,0,13,0,668,45,83,41,0,27,0,9,12,112,41,69,56,20,42,45,0,8,4,11,0,37,6,0,0,239330
15000US060372395011,150,6,37,1,1381,609,59,32,66,28,19,0,18,15,49,59,86,28,39,67,8,13,0,9,0,4,0,10,0,772,103,83,33,34,35,22,0,41,46,56,34,23,110,54,55,0,0,0,0,0,16,21,6,0,239501
15000US060372395012,150,6,37,2,984,454,50,33,0,73,23,0,8,33,53,53,22,20,14,23,16,0,8,0,0,0,16,0,9,530,21,64,42,33,22,0,0,17,56,48,0,41,13,88,0,28,0,0,21,13,7,16,0,0,239501
15000US060372395013,150,6,37,3,1060,468,26,49,24,37,11,16,0,29,63,7,26,0,42,54,12,0,8,32,0,11,12,0,9,592,76,100,34,37,22,0,0,28,11,28,62,35,27,45,16,15,25,0,7,0,16,8,0,0,239501
15000US060372395021,150,6,37,1,1209,679,19,76,89,28,5,0,30,7,53,90,54,81,10,69,3,17,0,0,0,0,28,20,0,530,0,50,37,21,21,7,0,40,14,51,34,57,70,38,20,14,0,21,28,7,0,0,0,0,239502
15000US060372395022,150,6,37,2,1190,585,45,38,100,37,7,0,8,23,16,81,52,25,69,18,28,0,18,0,0,0,20,0,0,605,115,52,69,38,21,0,0,50,11,37,54,24,29,14,0,0,27,0,37,0,27,0,0,0,239502
15000US060372395023,150,6,37,3,986,438,82,16,71,40,0,16,0,18,37,23,19,56,5,19,22,0,0,7,0,0,7,0,0,548,94,40,19,41,8,0,0,52,72,28,25,40,62,20,0,32,0,0,0,15,0,0,0,0,239502
15000US060372396011,150,6,37,1,1437,695,46,71,102,86,17,14,5,65,59,0,59,31,38,26,24,47,5,0,0,0,0,0,0,742,55,80,89,84,32,0,8,28,44,67,31,61,64,35,23,0,15,14,0,0,0,0,12,0,239601
15000US060372396012,150,6,37,2,2074,1043,136,160,88,20,29,38,17,81,30,70,57,50,98,49,39,0,3,12,4,18,38,0,6,1031,127,93,75,58,73,21,40,26,135,65,36,44,67,20,32,6,13,0,37,35,17,6,5,0,239601
15000US060372396021,150,6,37,1,1834,919,114,67,139,5,19,0,46,41,41,20,41,58,110,75,56,67,0,0,20,0,0,0,0,915,71,26,83,129,19,19,0,52,78,63,53,85,50,104,27,0,41,0,0,15,0,0,0,0,239602
15000US060372396022,150,6,37,2,1752,861,124,116,51,85,72,9,42,0,95,80,46,54,48,6,5,7,0,0,21,0,0,0,0,891,98,98,144,44,16,23,23,46,81,86,30,15,64,41,26,0,46,0,0,5,0,5,0,0,239602
15000US060372397011,150,6,37,1,2674,1310,230,224,140,75,18,0,0,73,203,54,106,48,59,27,33,0,0,7,6,0,7,0,0,1364,170,131,107,95,126,23,30,157,103,66,51,77,44,91,47,7,27,0,12,0,0,0,0,0,239701
15000US060372397012,150,6,37,2,2038,986,220,106,73,91,47,6,0,45,66,65,38,34,50,20,46,32,14,11,0,0,15,7,0,1052,117,63,86,39,19,46,15,64,150,102,55,50,29,81,75,28,13,15,0,0,0,0,5,0,239701
15000US060372397021,150,6,37,1,1670,793,36,102,97,43,50,0,30,36,17,37,85,102,59,22,38,0,22,0,15,0,2,0,0,877,116,87,22,75,30,57,0,25,36,112,62,31,44,11,28,0,0,43,0,74,0,10,14,0,239702
15000US060372397022,150,6,37,2,729,368,11,57,24,21,12,23,0,42,46,0,0,17,31,40,21,0,11,0,3,4,5,0,0,361,11,5,23,14,11,33,21,27,32,63,0,32,14,10,19,0,31,0,0,11,0,4,0,0,239702
15000US060372397023,150,6,37,3,830,432,6,52,0,67,45,0,17,0,40,20,14,32,17,35,20,22,0,21,20,0,4,0,0,398,41,11,31,21,7,0,0,20,0,0,63,61,15,24,29,37,30,0,8,0,0,0,0,0,239702
15000US060372397024,150,6,37,4,503,228,5,10,86,0,0,0,0,19,47,0,22,0,13,4,6,0,6,0,0,0,2,8,0,275,6,47,29,14,0,8,0,0,31,7,13,29,26,36,0,0,0,0,0,0,21,8,0,0,239702
15000US060372398011,150,6,37,1,1177,665,17,50,72,78,58,21,48,32,0,32,43,88,26,8,32,32,0,0,0,3,14,11,0,512,0,7,63,10,21,36,31,13,18,39,42,59,77,10,32,0,28,0,0,13,12,0,1,0,239801
15000US060372398012,150,6,37,2,1244,629,50,84,13,5,25,14,0,4,58,17,87,41,134,13,45,0,7,5,14,0,13,0,0,615,89,97,115,0,5,0,0,36,5,147,8,0,12,32,0,14,0,41,7,0,3,0,4,0,239801
15000US060372398013,150,6,37,3,1210,602,19,150,53,16,0,0,13,12,32,37,98,43,0,18,20,0,13,21,54,0,0,0,3,608,82,143,50,31,12,25,0,27,9,56,5,53,34,30,13,0,7,0,0,21,0,0,10,0,239801
15000US060372398021,150,6,37,1,692,348,44,102,56,0,0,0,0,0,38,18,0,19,36,0,0,21,14,0,0,0,0,0,0,344,22,36,13,13,0,0,0,41,51,43,17,13,34,0,32,0,0,18,0,11,0,0,0,0,239802
15000US060372398022,150,6,37,2,1079,561,28,40,61,45,48,31,31,0,40,0,45,20,72,13,21,25,0,0,16,0,0,25,0,518,43,14,44,23,29,0,0,42,80,62,52,38,0,56,12,0,16,0,0,7,0,0,0,0,239802
15000US060372398023,150,6,37,3,1466,768,86,26,15,0,73,39,0,76,205,15,18,65,61,74,0,0,0,0,0,15,0,0,0,698,110,66,47,56,0,31,0,57,76,40,15,76,59,0,0,25,30,10,0,0,0,0,0,0,239802
15000US060372398024,150,6,37,4,1103,567,61,94,45,0,19,6,0,0,66,0,55,29,86,15,11,39,9,0,32,0,0,0,0,536,75,5,0,86,0,47,0,74,14,61,5,38,14,43,14,0,0,0,17,0,0,0,43,0,239802
15000US060372400101,150,6,37,1,1130,483,16,95,67,18,0,34,27,0,23,0,62,56,54,12,0,0,19,0,0,0,0,0,0,647,0,59,115,65,7,20,8,66,0,18,39,115,72,27,7,0,0,29,0,0,0,0,0,0,240010
15000US060372400102,150,6,37,2,980,450,72,33,37,54,0,0,10,33,0,0,39,14,17,42,18,0,63,4,0,14,0,0,0,530,12,16,80,70,35,0,0,0,30,51,0,17,75,36,37,5,10,0,21,26,0,4,5,0,240010
15000US060372400103,150,6,37,3,1699,784,106,137,83,75,0,0,0,32,47,26,86,61,14,39,11,27,0,27,0,13,0,0,0,915,85,66,160,54,44,23,0,29,56,119,39,82,25,71,10,0,9,10,0,0,9,3,21,0,240010
15000US060372400201,150,6,37,1,2363,1251,134,148,156,122,71,8,0,74,88,35,103,88,55,68,39,0,0,0,15,22,0,25,0,1112,79,136,73,106,83,36,0,9,66,53,122,117,31,33,49,0,61,11,0,14,0,12,21,0,240020
15000US060372400202,150,6,37,2,1524,700,22,16,44,28,62,0,61,31,13,75,26,101,67,23,47,0,9,22,8,26,19,0,0,824,50,32,94,6,47,21,21,0,14,50,67,22,62,49,41,60,49,46,9,49,10,0,25,0,240020
15000US060372400203,150,6,37,3,1810,825,138,52,27,50,31,0,21,74,95,73,47,32,18,80,17,0,0,0,0,57,0,13,0,985,79,167,35,37,0,16,46,15,135,62,56,82,59,43,50,29,9,10,24,31,0,0,0,0,240020
15000US060372402001,150,6,37,1,865,387,47,16,23,31,0,0,0,0,0,52,31,22,52,20,9,0,22,15,0,27,10,0,10,478,23,101,57,9,0,0,0,0,13,42,71,20,21,40,0,0,0,15,43,0,15,0,8,0,240200
15000US060372402002,150,6,37,2,2695,1431,114,207,136,81,21,11,41,76,61,62,117,133,120,100,22,0,60,10,24,23,0,12,0,1264,106,149,118,132,54,37,20,46,10,81,175,84,34,52,44,40,0,0,0,32,21,0,29,0,240200
15000US060372402003,150,6,37,3,1890,924,94,66,134,43,0,38,12,14,53,100,73,42,66,77,36,0,29,0,0,37,10,0,0,966,68,109,111,60,0,0,0,39,37,39,110,106,108,47,23,12,28,0,0,9,19,0,41,0,240200
15000US060372403001,150,6,37,1,1674,772,102,55,90,45,6,0,24,25,31,88,64,0,83,42,30,12,56,8,0,0,0,11,0,902,69,98,107,49,25,13,0,69,39,69,76,95,109,14,15,0,0,0,0,26,0,18,11,0,240300
15000US060372403002,150,6,37,2,1304,637,49,20,58,67,14,0,24,86,45,29,34,53,25,27,33,0,0,0,40,33,0,0,0,667,69,67,36,0,32,0,16,41,34,32,74,78,11,88,58,0,0,0,0,31,0,0,0,0,240300
15000US060372403003,150,6,37,3,1135,544,15,82,14,0,27,28,0,0,56,46,0,64,62,45,0,36,0,10,0,17,17,0,25,591,69,26,36,10,0,0,0,35,17,86,0,48,20,46,56,0,0,10,42,40,0,8,42,0,240300
15000US060372403004,150,6,37,4,445,199,11,15,0,18,6,0,15,0,0,0,28,0,40,47,0,0,0,0,7,12,0,0,0,246,0,29,5,5,15,0,0,5,0,42,20,12,9,37,35,11,0,0,0,13,8,0,0,0,240300
15000US060372404011,150,6,37,1,1554,706,64,159,36,74,10,6,0,26,30,40,59,5,37,9,24,124,3,0,0,0,0,0,0,848,7,76,139,37,0,10,33,87,35,82,63,12,48,64,117,38,0,0,0,0,0,0,0,0,240401
15000US060372404012,150,6,37,2,1739,812,35,74,63,17,7,8,0,90,97,87,72,40,29,45,28,0,0,0,78,14,28,0,0,927,83,80,35,76,74,0,28,0,163,56,64,69,24,49,39,31,20,0,36,0,0,0,0,0,240401
15000US060372404013,150,6,37,3,1323,563,34,86,41,31,0,0,0,0,23,39,77,27,65,10,42,27,37,0,0,24,0,0,0,760,58,46,98,75,0,26,0,0,58,65,4,0,37,119,40,80,0,0,0,20,34,0,0,0,240401
15000US060372404021,150,6,37,1,1467,639,100,65,87,38,28,0,0,0,49,87,33,35,19,47,10,14,0,27,0,0,0,0,0,828,95,116,63,29,0,12,0,13,102,95,72,55,0,49,13,0,47,0,0,18,39,10,0,0,240402
15000US060372404022,150,6,37,2,1493,667,43,127,35,73,19,0,0,42,53,62,0,61,13,9,44,9,16,0,0,28,33,0,0,826,141,40,72,27,25,0,15,37,80,49,15,55,77,42,40,9,13,0,12,26,13,28,10,0,240402
15000US060372404023,150,6,37,3,902,443,86,27,22,20,10,0,0,20,80,0,9,8,61,36,14,0,10,0,4,17,19,0,0,459,4,10,0,12,0,33,0,104,38,10,8,10,86,0,57,4,0,19,16,0,11,11,26,0,240402
15000US060372405001,150,6,37,1,1518,708,88,167,47,34,0,0,0,36,42,83,45,0,68,32,31,0,10,7,0,8,10,0,0,810,165,52,42,12,63,12,34,25,100,54,52,59,49,14,17,0,6,0,30,8,0,0,16,0,240500
15000US060372405002,150,6,37,2,1590,882,86,24,185,129,15,0,0,67,29,55,96,95,0,42,10,0,21,0,0,0,0,28,0,708,37,121,17,38,16,27,14,51,54,38,84,82,31,26,46,0,0,0,0,0,0,26,0,0,240500
15000US060372405003,150,6,37,3,1128,484,32,37,27,13,0,0,0,24,95,16,12,26,52,13,43,20,18,0,15,0,0,0,41,644,77,37,0,49,41,20,11,26,31,22,29,35,48,35,51,13,24,10,18,18,18,0,31,0,240500
15000US060372405004,150,6,37,4,1440,740,125,82,119,50,15,0,0,62,24,66,0,69,0,75,6,0,22,0,0,18,0,7,0,700,20,94,111,55,16,0,22,7,42,72,68,65,0,31,38,0,0,0,25,8,16,10,0,0,240500
15000US060372406001,150,6,37,1,588,317,14,43,0,26,7,0,0,27,59,8,0,29,33,23,22,0,0,0,11,9,6,0,0,271,16,8,9,15,24,12,0,40,7,26,0,11,13,48,7,0,0,17,11,0,7,0,0,0,240600
15000US060372406002,150,6,37,2,1502,662,54,48,31,55,26,10,0,37,93,26,118,31,8,67,17,0,0,0,0,41,0,0,0,840,75,62,74,45,90,27,43,70,6,15,34,51,73,102,27,0,11,0,9,0,0,17,9,0,240600
15000US060372406003,150,6,37,3,757,412,50,7,37,17,0,0,25,0,8,36,0,22,27,90,41,0,0,0,7,0,0,13,32,345,68,0,0,5,6,0,15,78,0,0,0,36,21,0,45,10,23,0,0,0,5,24,9,0,240600
15000US060372406004,150,6,37,4,1319,609,59,72,108,46,36,7,18,0,87,8,28,51,0,58,23,8,0,0,0,0,0,0,0,710,72,54,19,16,59,21,15,0,93,21,53,29,135,43,14,0,58,0,0,0,8,0,0,0,240600
15000US060372407001,150,6,37,1,895,404,36,78,50,20,21,0,24,0,6,13,6,63,5,27,0,11,0,0,24,0,0,0,20,491,51,102,67,0,0,0,0,6,29,61,26,23,21,27,0,9,0,0,38,10,0,0,21,0,240700
15000US060372407002,150,6,37,2,855,468,9,36,34,15,12,0,9,71,60,92,43,10,0,13,47,0,0,0,0,8,9,0,0,387,8,0,71,6,0,0,0,0,30,17,34,0,40,11,23,0,9,7,32,44,0,0,55,0,240700
15000US060372407003,150,6,37,3,2031,1023,48,141,122,69,27,87,30,31,79,20,0,90,57,49,101,0,0,11,30,22,9,0,0,1008,45,138,135,56,34,0,30,64,50,20,86,80,35,96,32,6,49,0,26,16,9,0,1,0,240700
15000US060372407004,150,6,37,4,1270,560,98,68,24,51,14,26,0,0,15,16,24,66,60,12,23,0,0,0,0,17,0,46,0,710,31,22,53,0,30,0,32,13,125,45,39,18,97,27,84,0,33,0,0,36,0,25,0,0,240700
15000US060372407005,150,6,37,5,1062,563,10,77,16,29,18,16,0,24,23,39,72,32,34,53,66,0,18,0,12,0,2,22,0,499,60,11,55,53,7,0,0,13,0,17,55,48,45,84,30,0,0,0,0,11,0,0,10,0,240700
15000US060372408001,150,6,37,1,1237,579,32,36,6,0,29,0,0,38,103,37,39,40,47,43,41,60,4,0,0,19,0,0,5,658,46,60,74,47,14,0,11,19,42,42,59,19,34,63,68,0,16,0,30,0,0,9,5,0,240800
15000US060372408002,150,6,37,2,1897,895,143,76,142,105,13,22,34,47,28,58,24,32,73,17,14,32,16,3,0,16,0,0,0,1002,90,184,124,31,61,8,34,70,86,60,80,52,6,38,9,0,3,49,0,5,12,0,0,0,240800
15000US060372408003,150,6,37,3,1858,852,147,90,140,31,9,0,0,82,72,73,35,51,64,0,34,0,0,0,18,0,6,0,0,1006,77,97,103,75,15,19,25,33,170,39,78,57,56,46,18,16,17,22,0,5,31,7,0,0,240800
15000US060372409001,150,6,37,1,1109,448,27,63,13,14,18,43,15,0,73,20,73,13,36,0,7,0,0,0,14,0,0,19,0,661,66,83,31,31,39,0,0,51,83,38,81,13,34,14,15,8,41,15,0,0,0,18,0,0,240900
15000US060372409002,150,6,37,2,1310,624,53,59,31,67,16,0,0,90,60,28,0,33,106,49,32,0,0,0,0,0,0,0,0,686,24,85,63,12,61,27,41,17,0,26,17,98,67,14,59,0,0,52,10,0,13,0,0,0,240900
15000US060372409003,150,6,37,3,855,508,88,35,27,17,0,0,9,56,34,7,19,42,32,56,6,6,8,0,0,52,0,0,14,347,14,11,20,19,5,25,0,0,61,0,19,74,40,16,0,0,8,0,13,14,0,0,8,0,240900
15000US060372409004,150,6,37,4,1174,521,44,53,59,58,10,24,22,0,50,22,37,0,68,64,10,0,0,0,0,0,0,0,0,653,114,122,32,46,21,0,0,43,60,52,65,16,19,35,28,0,0,0,0,0,0,0,0,0,240900
15000US060372409005,150,6,37,5,1061,528,51,32,50,14,0,0,19,38,17,71,42,12,2,53,2,2,0,17,69,0,14,0,23,533,70,44,44,13,51,0,10,39,10,44,13,0,79,9,1,9,18,18,17,6,0,0,38,0,240900
15000US060372410011,150,6,37,1,1262,619,95,137,74,0,0,0,14,0,24,31,16,17,55,98,8,36,0,0,0,7,0,7,0,643,50,122,50,71,12,0,28,32,58,43,12,58,25,46,0,5,0,0,0,0,24,0,7,0,241001
15000US060372410012,150,6,37,2,1252,617,30,19,34,31,0,0,49,0,72,25,33,81,80,62,29,9,0,0,0,31,29,0,3,635,34,34,90,28,22,25,0,18,36,34,28,43,30,61,36,24,4,27,19,10,28,0,4,0,241001
15000US060372410013,150,6,37,3,1404,593,65,7,31,39,0,0,28,14,34,29,80,31,23,15,85,33,0,0,0,37,10,32,0,811,70,35,49,38,67,18,14,45,143,66,13,63,40,73,46,0,0,0,0,0,16,0,15,0,241001
15000US060372410021,150,6,37,1,2153,1144,190,77,67,94,103,0,39,49,113,66,52,119,16,50,28,11,22,48,0,0,0,0,0,1009,67,90,156,22,81,16,0,31,104,67,125,69,12,59,16,0,72,6,0,8,0,8,0,0,241002
15000US060372410022,150,6,37,2,1128,551,43,61,42,35,16,0,0,36,24,31,42,55,18,60,16,0,17,0,27,28,0,0,0,577,28,71,43,30,19,21,21,0,17,60,20,27,45,43,29,22,0,25,13,16,15,0,12,0,241002
15000US060372410023,150,6,37,3,950,457,27,24,20,0,34,30,0,63,48,23,44,27,9,27,33,0,16,24,0,2,6,0,0,493,35,41,45,26,0,0,26,27,58,55,0,30,32,37,0,0,48,0,0,33,0,0,0,0,241002
15000US060372411101,150,6,37,1,1742,884,107,68,67,38,48,8,51,39,29,26,127,13,49,83,73,0,26,8,0,0,10,14,0,858,72,106,66,39,40,37,10,53,57,49,32,66,37,62,29,11,30,8,0,24,21,9,0,0,241110
