GEOID,SUMLEVEL,ST,COUNTY,BLKGRP,Total,Male,MaleUnder5Yrs,Male5to9Yrs,Male10to14Yrs,Male15to17Yrs,Male18to19Yrs,Male20Yrs,Male21Yrs,Male22to24Yrs,Male25to29Yrs,Male30to34Yrs,Male35to39Yrs,Male40to44Yrs,Male45to49Yrs,Male50to54Yrs,Male55to59Yrs,Male60to61Yrs,Male62to64Yrs,Male65to66Yrs,Male67to69Yrs,Male70to74Yrs,Male75to79Yrs,Male80to84Yrs,Male85YrsOrOver,Female,FemaleUnder5Yrs,Female5to9Yrs,Female10to14Yrs,Female15to17Yrs,Female18to19Yrs,Female20Yrs,Female21Yrs,Female22to24Yrs,Female25to29Yrs,Female30to34Yrs,Female35to39Yrs,Female40to44Yrs,Female45to49Yrs,Female50to54Yrs,Female55to59Yrs,Female60to61Yrs,Female62to64Yrs,Female65to66Yrs,Female67to69Yrs,Female70to74Yrs,Female75to79Yrs,Female80to84Yrs,Female85YrsOrOver,COMPONENT,TRACT
15000US060375709013,150,6,37,3,1211,639,64,41,58,33,31,0,13,0,1,19,39,52,103,79,35,0,10,0,22,18,21,0,0,572,17,64,58,17,6,12,0,0,17,34,39,25,72,57,55,0,0,8,0,44,0,39,8,0,570901
15000US060375709014,150,6,37,4,593,299,0,55,0,10,0,0,0,9,32,47,24,0,57,0,7,12,0,0,13,0,10,0,23,294,12,37,0,27,0,0,0,0,18,45,12,0,18,13,7,13,28,0,9,0,22,11,22,0,570901
15000US060375709015,150,6,37,5,1336,733,52,82,74,33,20,0,0,0,20,24,97,93,42,54,37,24,41,10,0,0,21,0,9,603,30,9,99,0,7,13,0,20,68,9,56,62,28,79,34,15,24,9,0,10,11,0,20,0,570901
15000US060375709021,150,6,37,1,955,449,40,0,35,17,0,0,0,41,71,40,9,45,0,50,0,18,33,22,15,0,13,0,0,506,91,36,16,0,11,21,17,45,50,6,39,39,12,19,30,0,37,0,0,24,13,0,0,0,570902
15000US060375709022,150,6,37,2,1760,901,18,97,80,15,16,0,13,55,149,101,9,81,56,45,97,26,8,0,0,16,0,0,19,859,71,67,36,0,33,0,11,40,0,67,50,47,146,0,71,63,5,16,0,24,24,51,37,0,570902
15000US060375709023,150,6,37,3,1179,523,10,52,56,34,17,0,0,0,34,57,101,32,39,25,27,0,8,0,31,0,0,0,0,656,17,90,0,23,0,0,13,25,64,10,48,22,63,35,82,38,25,14,15,0,19,25,28,0,570902
15000US060375710001,150,6,37,1,825,435,25,25,39,26,18,0,0,0,57,0,39,51,36,44,31,0,10,0,9,17,0,8,0,390,10,12,20,0,0,0,32,0,0,9,32,13,47,97,37,0,0,0,10,26,0,19,26,0,571000
15000US060375710002,150,6,37,2,1015,528,65,0,107,13,27,0,0,10,16,9,63,78,0,46,21,18,9,10,22,8,0,6,0,487,13,22,48,15,0,0,0,38,9,27,93,25,25,21,19,22,26,16,26,7,6,29,0,0,571000
15000US060375710003,150,6,37,3,932,507,57,102,28,25,18,0,17,13,9,36,39,32,15,16,30,0,10,7,8,0,21,24,0,425,0,0,23,37,15,11,0,10,47,32,33,51,15,41,37,0,17,0,0,20,26,0,10,0,571000
15000US060375710004,150,6,37,4,679,310,0,32,11,9,0,0,0,20,0,38,13,19,49,20,51,10,0,7,16,0,15,0,0,369,14,0,31,17,8,0,8,8,0,47,41,15,52,26,9,24,15,0,0,16,8,0,30,0,571000
15000US060375710005,150,6,37,5,868,498,64,39,83,55,11,34,0,10,16,12,37,25,34,18,9,9,9,0,12,13,0,0,8,370,11,12,19,0,9,0,0,0,52,17,48,37,45,30,20,0,9,0,14,0,17,9,21,0,571000
15000US060375710006,150,6,37,6,1447,773,39,70,98,54,30,0,10,35,22,46,31,11,72,38,72,44,24,8,19,32,8,0,10,674,41,8,24,0,7,37,0,29,74,40,11,50,112,27,86,11,27,7,14,7,19,21,22,0,571000
15000US060375711011,150,6,37,1,815,423,10,53,71,31,6,0,38,0,7,0,19,33,46,12,57,10,0,0,13,0,17,0,0,392,0,7,20,33,16,0,45,0,0,9,16,70,26,23,39,10,0,7,24,0,22,17,8,0,571101
15000US060375711012,150,6,37,2,940,524,0,7,13,54,39,74,0,15,46,13,28,75,21,45,11,0,0,0,40,13,0,22,8,416,13,42,21,40,11,0,0,0,13,30,5,75,37,46,15,11,0,0,20,29,0,0,8,0,571101
15000US060375711013,150,6,37,3,915,451,30,13,20,55,0,11,0,26,0,48,30,28,30,24,35,9,26,0,17,30,6,0,13,464,41,30,0,24,19,7,0,0,39,59,0,35,18,58,56,12,20,0,6,21,0,7,12,0,571101
15000US060375711014,150,6,37,4,1127,624,76,52,35,20,5,0,0,36,20,54,19,65,38,54,50,9,36,0,14,8,20,0,13,503,48,0,11,0,9,0,0,26,47,11,34,101,74,45,39,0,9,4,8,24,6,7,0,0,571101
15000US060375711015,150,6,37,5,775,300,0,0,25,0,0,0,0,9,22,41,27,53,37,8,10,0,0,15,31,0,8,7,7,475,0,11,82,88,14,0,8,10,0,0,39,44,37,20,32,23,43,0,0,0,14,10,0,0,571101
15000US060375711021,150,6,37,1,756,376,30,17,0,22,0,8,0,15,11,0,66,12,40,39,56,8,14,0,0,18,10,10,0,380,12,0,18,10,0,10,0,33,11,25,12,0,38,59,27,23,0,9,0,26,27,13,27,0,571102
15000US060375711022,150,6,37,2,1165,538,48,74,53,20,0,0,0,16,22,47,62,10,44,57,50,8,7,0,0,0,15,5,0,627,19,18,102,0,0,0,0,53,59,35,54,23,67,85,28,7,28,0,15,0,9,5,20,0,571102
15000US060375711023,150,6,37,3,662,277,31,0,0,21,11,12,0,9,0,13,0,61,16,2,46,0,0,6,18,13,10,8,0,385,66,0,0,11,0,0,0,12,39,22,30,32,20,0,49,0,31,0,22,9,0,18,24,0,571102
15000US060375711024,150,6,37,4,612,332,16,15,30,25,15,23,0,0,0,13,14,33,39,45,0,9,9,17,0,3,11,15,0,280,17,15,13,0,0,0,0,11,0,0,56,25,21,84,8,2,0,0,0,0,13,4,11,0,571102
15000US060375711025,150,6,37,5,555,268,20,7,27,7,11,0,8,8,16,14,0,22,33,17,14,14,7,4,0,8,0,13,18,287,16,25,20,48,6,0,6,0,0,14,0,50,18,24,14,0,16,0,0,7,12,11,0,0,571102
15000US060375712001,150,6,37,1,1912,1024,48,135,22,18,51,36,0,90,36,135,60,35,56,79,92,0,42,38,15,0,16,0,20,888,110,55,53,0,0,0,0,0,60,143,42,112,71,31,85,12,34,0,0,0,28,20,32,0,571200
15000US060375712002,150,6,37,2,1040,512,25,0,66,83,11,13,0,13,0,16,20,88,33,85,0,13,0,11,0,22,13,0,0,528,0,22,65,45,24,0,26,0,17,15,21,79,30,95,28,28,13,0,0,10,0,0,10,0,571200
15000US060375712003,150,6,37,3,727,344,17,0,0,12,0,0,0,0,50,22,21,0,16,93,0,17,19,0,8,0,43,12,14,383,70,0,0,0,0,13,0,19,77,20,20,0,12,36,42,0,0,0,8,10,45,0,11,0,571200
15000US060375712004,150,6,37,4,672,322,16,0,20,45,0,0,0,19,16,0,42,36,15,15,19,35,0,33,0,0,0,0,11,350,27,0,0,0,0,0,0,18,55,70,24,19,0,44,17,0,14,0,13,0,0,0,49,0,571200
15000US060375712005,150,6,37,5,829,327,21,0,29,0,0,0,0,0,0,17,0,19,64,29,28,36,0,0,34,19,0,15,16,502,32,48,45,0,0,0,0,28,35,17,32,11,70,32,28,17,0,0,0,0,48,44,15,0,571200
15000US060375712006,150,6,37,6,1069,523,0,32,140,36,18,22,0,0,0,16,43,0,16,90,20,0,0,0,37,11,14,13,15,546,18,16,56,20,37,0,0,0,0,16,109,87,54,47,54,0,0,0,11,21,0,0,0,0,571200
15000US060375712007,150,6,37,7,1774,994,66,51,16,19,16,0,43,129,149,21,47,36,113,71,78,26,78,0,0,11,11,13,0,780,0,39,39,54,0,0,0,83,39,91,47,33,84,42,136,13,0,0,0,22,24,19,15,0,571200
15000US060375713001,150,6,37,1,922,444,18,30,25,10,6,0,0,13,31,7,27,12,8,44,48,16,28,0,0,59,10,29,23,478,44,24,2,16,7,0,0,24,6,8,46,12,9,26,106,31,0,0,14,59,13,13,18,0,571300
15000US060375713002,150,6,37,2,853,443,0,0,40,0,65,0,0,20,0,0,0,21,19,85,42,0,32,10,25,53,15,7,9,410,0,13,34,7,0,0,0,0,0,17,23,0,15,121,27,0,27,35,0,20,35,29,7,0,571300
15000US060375713003,150,6,37,3,1450,810,0,76,27,13,0,35,63,70,48,80,24,68,31,78,87,12,44,17,10,8,19,0,0,640,10,105,23,16,5,0,0,39,51,38,22,55,46,57,105,24,0,0,0,13,0,0,31,0,571300
15000US060375713004,150,6,37,4,605,346,19,35,7,7,0,48,0,0,13,13,14,20,0,99,0,22,8,24,17,0,0,0,0,259,0,8,8,18,0,0,0,0,8,0,18,46,71,13,30,0,27,0,0,7,0,5,0,0,571300
15000US060375714001,150,6,37,1,967,448,28,16,24,11,55,0,0,9,12,23,14,14,49,69,45,10,19,10,15,8,5,6,6,519,39,34,67,20,4,0,5,0,13,58,32,46,35,64,39,0,26,7,4,15,6,5,0,0,571400
15000US060375714002,150,6,37,2,522,276,0,70,0,0,0,0,0,0,0,51,27,25,6,27,43,8,0,0,0,8,5,6,0,246,17,13,20,10,15,0,0,8,0,14,0,58,22,27,0,7,0,0,0,6,7,0,22,0,571400
